gene	zcount_ZF4_10_1	zcount_ZF4_10_2	zcount_ZF4_10_3	zcount_ZF4_20_1	zcount_ZF4_20_2	zcount_ZF4_20_3	zcount_ZF4_25_1	zcount_ZF4_25_2	zcount_ZF4_25_3	zcount_ZF4_5_1	zcount_ZF4_5_2	zcount_ZF4_5_3	zcount_ZF4_wt_1	zcount_ZF4_wt_2	zcount_ZF4_wt_3
trnav-cac_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-gac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_109	0	0	0	0	0	0	0	0	0	0	0	0	0	5.05486271830603	0
trnav-uac_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_111	0	0	0	0	0	0	0	0	0	0	0	0	0	5.05486271830603	0
trnav-uac_112	0	5.91565030527824	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_114	0	5.91565030527824	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_120	0	0	0	0	0	0	0	0	0	0	0	0	0	5.05486271830603	0
trnav-uac_121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_124	0	0	0	0	0	0	0	0	0	0	0	0	0	5.05486271830603	0
trnav-uac_125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_126	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1097254366121	0
trnav-uac_127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_129	0	0	0	0	0	0	0	0	0	0	4.01420570247404	0	0	0	0
trnav-uac_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_130	0	0	0	0	0	0	0	0	0	0	0	0	12.9058867283265	5.05486271830603	0
trnav-uac_131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_133	0	0	0	0	0	0	0	0	0	0	0	0	0	5.05486271830603	0
trnav-uac_134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_135	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1097254366121	0
trnav-uac_136	0	5.91565030527824	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_137	0	5.91565030527824	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_140	0	0	0	0	0	0	0	0	0	0	4.01420570247404	0	0	0	0
trnav-uac_141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnaw-cca_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-aua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-aua_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-aua_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-aua_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-aua_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnay-gua_181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
