gene	zcount_KL-1	zcount_KL-2	zcount_KL-3	zcount_Kn-1	zcount_Kn-2	zcount_Kn-3
si:dkeyp-27c8.2	0	0	0	0	0	0
si:dkeyp-27e10.3	0	0	0	0	0	0
si:dkeyp-27e10.3_1	5.27805654081547	0.20309386681099	0.613587511983475	0.472773475005925	0.206206898458216	2.45326550530623
si:dkeyp-28d2.4	0	0	0	0	0	0
si:dkeyp-28d2.4_1	25.9970401314558	38.4340308090904	0.883690675311838	5.07749291061129	26.1936207693279	3.2824574612361
si:dkeyp-2c8.3	0	0	0	0	0	0
si:dkeyp-2e4.2	0	0	0	0	0	0
si:dkeyp-2e4.3	0	0	0	0	0	0
si:dkeyp-2e4.6	0	0	0	0	0	0
si:dkeyp-2e4.7	0	0	0	0	0	0
si:dkeyp-2e4.8	0	0	0	0	0	0
si:dkeyp-30e7.2	0	0	0	0	0	0
si:dkeyp-32g11.8	0	0	0	0	0	0
si:dkeyp-33b5.4	0	0	0	0	0	0
si:dkeyp-33c10.5	0	0	0	0	0	0
si:dkeyp-33e11.1	0	0	0	0	0	0
si:dkeyp-34c12.1	0	0	0	0	0	0
si:dkeyp-34c12.1_1	2.86407783290021	41.327473292007	121.621552212597	118.804856867706	4.19609426048822	95.5484511735709
si:dkeyp-34c12.4	0	0	0	0	0	0
si:dkeyp-34c12.4_1	0	0	0	0	0	0
si:dkeyp-35e5.10	0	0	0	0	0	0
si:dkeyp-35e5.5	0	0	0	0	0	0
si:dkeyp-35e5.9	0	0	0	0	0	0
si:dkeyp-38g8.5	0	0	0	0	0	0
si:dkeyp-3f10.11	0	0	0	0	0	0
si:dkeyp-3f10.12	0	0	0	0	0	0
si:dkeyp-3f10.14	0	0	0	0	0	0
si:dkeyp-41f9.3	0	0	0	0	0	0
si:dkeyp-41f9.3_1	0	2.18064937149107	0.87842417785845	0.580141697780297	1.54985212210746	0
si:dkeyp-41f9.4	0	0	0	0	0	0
si:dkeyp-41f9.4_1	0	0	0	0.166308152321754	0	0
si:dkeyp-44a8.2	0	0	0	0	0	0
si:dkeyp-44a8.4	0	0	0	0	0	0
si:dkeyp-44b5.2	0	0	0	0	0	0
si:dkeyp-46h3.1	0	0	0	0	0	0
si:dkeyp-46h3.2	0	0	0	0	0	0
si:dkeyp-46h3.8	0	0	0	0	0	0
si:dkeyp-4c4.1	0	0	0	0	0	0
si:dkeyp-4c7.3	0	0	0	0	0	0
si:dkeyp-4c7.3_1	15.7444342432995	26.72773591692	218.921891662612	244.132940768997	23.5190971761442	281.892159239799
si:dkeyp-4h4.1	0	0	0	0	0	0
si:dkeyp-50b9.1	0	0	0	0	0	0
si:dkeyp-50d11.2	0	0	0	0	0	0
si:dkeyp-50d11.2_1	0	2.55137636436065	0.190326476834481	1.03701003175711	0.719578881260245	2.43019290979996
si:dkeyp-50f7.2	0	0	0	0	0	0
si:dkeyp-51b7.3	0	0	0	0	0	0
si:dkeyp-51b9.3	0	0	0	0	0	0
si:dkeyp-51f12.2	0	0	0	0	0	0
si:dkeyp-51f12.3	0	0	0	0	0	0
si:dkeyp-52c3.1	0	11.1115849679926	1.01728297270075	0	6.66657953410599	0
si:dkeyp-53d3.3	0	0	0	0	0	0
si:dkeyp-53d3.5	0	0	0	0	0	0
si:dkeyp-53d3.6	0	0	0	0	0	0
si:dkeyp-55f12.3	0	0	0	0	0	0
si:dkeyp-55h4.2	0	0	0	0	0	0
si:dkeyp-57d12.1	0	0	0	0	0	0
si:dkeyp-57d7.4	0	0	0	0	0	0
si:dkeyp-57d7.4_1	0	0	0	0	0	0
si:dkeyp-57f11.2	0	0	0	0	0	0
si:dkeyp-59c12.1	0	0	0	0	0	0
si:dkeyp-61b2.1	0	0	0	0	0	0
si:dkeyp-66d1.7	0	0	0	0	0	0
si:dkeyp-67a8.2	0	0	0	0	0	0
si:dkeyp-67a8.4	0	0	0	0	0	0
si:dkeyp-68b7.5	0	0	0	0	0	0
si:dkeyp-68b7.7	0	0	0	0	0	0
si:dkeyp-69b9.3	0	0	0	0	0	0
si:dkeyp-69b9.3_1	0	0	2.11289195832307	1.88382631582039	1.91720137760898	0
si:dkeyp-69b9.6	0	0	0	0	0	0
si:dkeyp-69b9.6_1	54.8810663253117	41.621897774937	18.2861822654476	4.41953588471879	43.0012814433213	12.8039976704835
si:dkeyp-69c1.6	0	0	0	0	0	0
si:dkeyp-69c1.6_1	54.531145413218	74.9392528559367	111.10693738359	135.197093571105	42.4824247870595	70.0820263775149
si:dkeyp-69c1.9	0	0	0	0	0	0
si:dkeyp-69c1.9_1	2.58249203579646	0	0	3.06856503159364	11.5308172647385	1.10631746072792
si:dkeyp-69e1.8	0	0	0	0	0	0
si:dkeyp-72a4.1	0	0	0	0	0	0
si:dkeyp-72a4.1_1	0	0	1.1747480739306	0.290941591454032	0	2.04543110789243
si:dkeyp-72e1.6	0	0	0	0	0	0
si:dkeyp-72e1.7	0	0	0	0	0	0
si:dkeyp-72e1.9	0	0	0	0	0	0
si:dkeyp-72g9.4	0	0	0	0	0	0
si:dkeyp-72h1.1	0	0	0	0	0	0
si:dkeyp-73a2.2	0	0	0	0	0	0
si:dkeyp-73b11.8	0	0	0	0	0	0
si:dkeyp-73d8.5	0	0.76104861125835	0	0.759262422929426	0	2.07585248336176
si:dkeyp-73d8.6	0	0	0	0	0	0
si:dkeyp-73d8.8	0	0	0	0	0	0
si:dkeyp-73d8.9	0	0	0	0	0	0
si:dkeyp-74b6.2	0	0	0	0	0	0
si:dkeyp-75b4.10	0	0	0	0	0	0
si:dkeyp-75b4.8	0	0	0	0	0	0
si:dkeyp-75b4.9	0	0	0	0	0	0
si:dkeyp-75h12.2	0	0	0	0	0	0
si:dkeyp-75h12.2_1	43.0558057842421	103.006040406059	210.732365021239	182.771908816781	38.2137213119757	277.031949597733
si:dkeyp-75h12.5	0	0	0	0	0	0
si:dkeyp-75h12.5_1	35.3557726208065	13.3983871745889	17.2988156181893	11.9959727214372	43.4273820658431	32.931315041797
si:dkeyp-75h12.7	0	0	0	0	0	0
si:dkeyp-75h12.7_1	1.20525483731947	3.24638253602773	1.71250375617509	2.15917549689298	0	3.79495821366758
si:dkeyp-77c4.1	0	0	0	0	0	0
si:dkeyp-77h1.4	0	0	0	0	0	0
si:dkeyp-79c2.1	0	0	0	0	0	0
si:dkeyp-7b3.2	0	0	0	0	0	0
si:dkeyp-80c12.10	0	0	0	0	0	0
si:dkeyp-80c12.7	0	0	0	0	0	0
si:dkeyp-80c12.8	0	0	0	0	0	0
si:dkeyp-80d11.1	0	0	0	0	0	0
si:dkeyp-80d11.1_1	12.8295922072918	18.8064279655298	4.34026464873834	1.95440511460704	30.7305226951922	0.687010921824994
si:dkeyp-80d11.4	0	0	0	0	0	0
si:dkeyp-81f3.4	0	0	0	0	0	0
si:dkeyp-82a1.1	0	0	0	0	0	0
si:dkeyp-82a1.1_1	27.9451998830429	34.6283325696866	14.9892967434868	3.33348820159444	34.2338772361256	10.6525918628819
si:dkeyp-82a1.6	0	0	0	0	0	0
si:dkeyp-82a1.6_1	62.6394374465651	98.7911564877343	96.5376422994924	91.6790628466962	80.8745365076258	130.197687423379
si:dkeyp-84f3.5	0	0	0	0	0	0
si:dkeyp-84f3.9	0	0	0	0	0	0
si:dkeyp-85e10.1	0	0	0	0	0	0
si:dkeyp-85e10.2	0	0	0	0	0	0
si:dkeyp-86b9.1	0	0	0	0	0	0
si:dkeyp-86b9.1_1	6.50427487154699	3.32647193929851	0.319045786986256	0.579449388225548	2.69392662498403	0
si:dkeyp-86b9.5	0	0	0	0	0	0
si:dkeyp-86b9.5_1	3.68823290443519	14.1919184925128	44.1999999114971	44.3112051351228	14.4094528380633	32.8729312104579
si:dkeyp-86h10.3	0	0	0	0	0	0
si:dkeyp-87d8.8	0	0	0	0	0	0
si:dkeyp-87d8.8_1	11.8567544847815	29.4883596366258	8.03119913939283	2.59036542431035	6.21403666962408	1.08400378684372
si:dkeyp-87e7.4	0	0	0	0	0	0
si:dkeyp-92c9.2	0	0	0	0	0	0
si:dkeyp-92c9.3	0	0	0	0	0	0
si:dkeyp-92c9.4	0	0	0	0	0	0
si:dkeyp-93a5.2	0	0	0	0	0	0
si:dkeyp-93a5.3	0	0	0	0	0	0
si:dkeyp-93d12.1	0	0	0	0	0	0
si:dkeyp-94b4.1	0	0	0	0	0	0
si:dkeyp-94g1.1	0	0	0	0	0	0
si:dkeyp-94h10.5	0	0	0	0	0	0
si:dkeyp-94h10.5_1	64.6430472766237	119.099799839604	98.3591072485394	91.831596244473	60.9977513772292	69.4073307684887
si:dkeyp-97a10.1	0	0	0	0	0	0
si:dkeyp-97a10.3	0	0	0	0	0	0
si:dkeyp-97b10.3	0	0	0	0	0	0
si:dkeyp-97e7.9	0	0	0	0	0	0
si:dkeyp-97e7.9_1	0	0	1.25767378471611	0.747550125325551	2.66277969112359	2.04383061406779
si:dkeyp-98a7.1	0	0	0	0	0	0
si:dkeyp-98a7.4	0	0	0	0	0	0
si:dkeyp-98a7.5	0	0	0	0	0	0
si:dkeyp-98a7.7	0	0	0	0	0	0
si:dkeyp-98a7.8	0	0	0	0	0	0
si:dkeyp-9a1.2	0	0	0	0	0	0
si:dkeyp-9d4.2	0	0	0	0	0	0
si:dkeyp-9d4.3	0	0	0	0	0	0
si:dkeyp-9d4.5	0	0	0	0	0	0
si:rp71-15i12.1	0	0	0	0	0	0
si:rp71-15k1.1	0	0	0	0	0	0
si:rp71-17i16.4	0	0	0	0	0	0
si:rp71-17i16.4_1	0	0	0.691952624727571	3.08467869979815	238.065769156128	0
si:rp71-17i16.5	0	0	0	0	0	0
si:rp71-17i16.5_1	0	1.57391786052208	0	0	0	0
si:rp71-17i16.6	0	0	0	0	0	0
si:rp71-17i16.6_1	49.8975502650258	59.8261924496538	8.40683662122315	9.7162897360184	68.5126914051114	4.33709510133438
si:rp71-19m20.1	0	0	0	0	0	0
si:rp71-1c10.10	0	0	0	0	0	0
si:rp71-1c10.10_1	0	0	0.712458819533329	0.141159731112006	6.24923637996596	0
si:rp71-1c10.8	0	0	0	0	0	0
si:rp71-1c10.8_1	0	0	10.8184131519907	1.19080901373974	0	0
si:rp71-1c23.3	0	0	0	0	0	0
si:rp71-1d10.5	0	0	0	0	0	0
si:rp71-1d10.6	0	0	0	0	0	0
si:rp71-1d10.8	0	0	0	0	0	0
si:rp71-1f1.4	0	0	0	0	0	0
si:rp71-1f1.4_1	0	25.2955327092964	0	1.40200910296905	0.713423992716131	0
si:rp71-1f1.5	0	0	0	0	0	0
si:rp71-1f1.5_1	11.1114067839201	17.6598734319616	0.624023831285098	3.40004703423859	25.0084192455027	0
si:rp71-1f1.6	0	0	0	0	0	0
si:rp71-1f1.6_1	8.17269913465914	9.10326887007394	0.277806164890625	1.92646436000562	0.420127462377277	0
si:rp71-1g18.1	0	0	0	0	0	0
si:rp71-1g18.1_1	74.2403415730029	108.893532686328	169.795831287897	186.550029798013	54.8027025290866	163.664263894357
si:rp71-1g18.13	0	0	0	0	0	0
si:rp71-1g18.13_1	35.9654264126256	62.4681793430294	15.6467601257752	8.14974323725882	20.0034882086729	24.1541220570927
si:rp71-1h20.3	0	0	0	0	0	0
si:rp71-1h20.5	0	0	0	0	0	0
si:rp71-1h3.1	0	0	0	0	0	0
si:rp71-1i20.2	0	0	0	0	0	0
si:rp71-1p14.7	0	0	0	0	0	0
si:rp71-1p14.7_1	2.29704027144192	8.83876076999412	2.0769527359307	0	4.03840875623728	0
si:rp71-23d18.4	0	0	0	0	0	0
si:rp71-23d18.4_1	0	0	0	0	0	0
si:rp71-36a1.1	0	0	0	0	0	0
si:rp71-36a1.2	0	0	0	0	0	0
si:rp71-36a1.3	0	0	0	0	0	0
si:rp71-36a1.5	0	0	0	0	0	0
si:rp71-36n21.1	2.77558379265526	0	1.40847441059262	0.887923143054829	0.580920526673941	0
si:rp71-39b20.4	0	0	0	0	0	0
si:rp71-45g20.10	0	0	0	0	0	0
si:rp71-45g20.10_1	5.63778427786911	9.76211092421874	6.18995289732025	4.32853295868116	11.5637024838794	8.87578090944194
si:rp71-45g20.11	0	0	0	0	0	0
si:rp71-45g20.11_1	0	1.0815289073836	0	0.359663516250531	0	0
si:rp71-45g20.4	0	0	0	0	0	0
si:rp71-45g20.4_1	10.8808124573864	3.30538272582029	5.17804390180752	4.39683328150058	10.0681433291596	14.1677370673397
si:rp71-45k5.2	0	0	0	0	0	0
si:rp71-45k5.4	0	0	0	0	0	0
si:rp71-46j2.7	0	0	0	0	0	0
si:rp71-56i13.6	0	0	0	0	0	0
si:rp71-56i13.6_1	9.88014907636837	26.5406846671644	45.1490757546963	48.5437212843426	5.28025366037573	38.2927904649194
si:rp71-61h23.4	0	0	0	0	0	0
si:rp71-61h23.4_1	33.2382500691879	40.7515479720941	17.6785741294034	15.2199024112999	48.6965922300935	8.55036881474486
si:rp71-62i8.3	0	0	0	0	0	0
si:rp71-68n21.12	0	0	0	0	0	0
si:rp71-68n21.12_1	0.234812689292567	0.903533652508902	0	0	0	0
si:rp71-68n21.9	0	0	0	0	0	0
si:rp71-68n21.9_1	130.688463381499	263.341987009654	74.5959337174826	26.5123226074855	154.383615937507	33.3143730154201
si:rp71-77l1.1	0	0	0	0	0	0
si:rp71-77l1.2	0	0	0	0	0	0
si:rp71-79p20.2	0	0	0	0	0	0
si:rp71-79p20.2_1	21.2318749769842	2.04244855818511	2.05688293931816	1.49428026879517	1.03687764937719	2.54675492970494
si:rp71-7l19.2	0	0	0	0	0	0
si:rp71-80o10.4	0	0	0	0	0	0
si:rp71-81e14.2	0	0	0	0	0	0
si:rp71-81e14.2_1	13.6850929190823	52.6587469670172	23.1711575111002	3.31302788026445	26.732951268465	1.10913610393997
si:rp71-84d19.3	0	0	0	0	0	0
si:rp71-84d19.3_1	5.8780734319605	47.6172343666385	18.3822726049098	23.7527381323473	7.2520670117335	36.4132869286312
si:zfos-1011f11.1	0	0	0	0	0	0
si:zfos-1056e6.1	0	0	0	0	0	0
si:zfos-1069f5.1	0	0	0	0	0	0
si:zfos-1192g2.3	0	0	0	0	0	0
si:zfos-128g4.1	0	0	0	0	0	0
si:zfos-1324h11.5	0	0	0	0	0	0
si:zfos-1425h8.1	0	0	0	0	0	0
si:zfos-1451h6.1	0	0	0	0	0	0
si:zfos-1505d6.3	0	0	0	0	0	0
si:zfos-169g10.2	0	0	0	0	0	0
si:zfos-2070c2.3	0	0	0	0	0	0
si:zfos-2131b9.2	0	0	0	0	0	0
si:zfos-2326c3.2	0	0	0	0	0	0
si:zfos-2330d3.1	0	0	0	0	0	0
si:zfos-2330d3.3	0	0	0	0	0	0
si:zfos-2330d3.6	0	0	0	0	0	0
si:zfos-2330d3.8	0	0	0	0	0	0
si:zfos-323e3.4	0	0	0	0	0	0
si:zfos-364h11.1	0	0	0	0	0	0
si:zfos-367g9.1	0	0	0	0	0	0
si:zfos-375h5.1	0	0	0	0	0	0
si:zfos-411a11.2	0	0	0	0	0	0
si:zfos-452g4.1	0	0	0	0	0	0
si:zfos-452g4.1_1	15.7434685048316	33.7845270891454	75.0858789777373	82.9071284977841	16.5597685900533	109.401414923818
si:zfos-464b6.2	0	0	0	0	0	0
si:zfos-741a10.3	0	0	0	0	0	0
si:zfos-80g12.1	0	0	0	0	0	0
si:zfos-905g2.1	0	0	0	0	0	0
si:zfos-911d5.4	0	0	0	0	0	0
si:zfos-932h1.6	0	0	0	0	0	0
si:zfos-943e10.1	0	0	0	0	0	0
siae	0	0	0	0	0	0
siae_1	20.4199307470951	30.9383823136779	62.4789117654015	79.0425000205762	16.9528356247183	119.40642398988
siah1	0	0	0	0	0	0
siah2l	0	0	0	0	0	0
siah2l_1	59.1889693745432	87.4957311704542	113.50038177143	134.07919010901	60.4894262537296	168.412125203817
sid1	0	0	0	0	0	0
sidt2	0	0	0	0	0	0
sigirr	0	0	0	0	0	0
siglec15l	0	0	0	0	0	0
sigmar1	0	0	0	0	0	0
sik1	0	0	0	0	0	0
sik2a	0	0	0	0	0	0
sik2a_1	0	7.18931377945468	33.1838927656514	35.9817426313792	3.46726814992831	27.8738250445596
sik2b	0	0	0	0	0	0
sik3	0	0	0	0	0	0
sike1	0	0	0	0	0	0
sim1a	0	0	0	0	0	0
sim1b	0	0	0	0	0	0
sim2	0	0	0	0	0	0
sim2_1	0	0	0	0	0	0
sin3aa	0	0	0	0	0	0
sin3ab	0	0	0	0	0	0
sin3b	0	0	0	0	0	0
sinup	0	0	0	0	0	0
sipa1l1	0	0	0	0	0	0
sipa1l2	0	0	0	0	0	0
sipa1l2_1	0	0	0	0	0	0
sipa1l3	0	0	0	0	0	0
sirt1	0	0	0	0	0	0
sirt2	0	0	0	0	0	0
sirt3	0	0	0	0	0	0
sirt4	0	0	0	0	0	0
sirt5	0	0	0	0	0	0
sirt6	0	0	0	0	0	0
sirt7	0	0	0	0	0	0
siva1	0	0	0	0	0	0
six1a	0	0	0	0	0	0
six1b	0	0	0	0	0	0
six2a	0	0	0	0	0	0
six2a_1	9.73830936444347	0	0	2.53842020817067	2.46596554004054	0
six2b	0	0	0	0	0	0
six3a	0	0	0	0	0	0
six3a_1	0	0	4.56637449436417	4.91705151253043	0	4.60916803384265
six3b	0	0	0	0	0	0
six4a	0	0	0	0	0	0
six4b	0	0	0	0	0	0
six5	0	0	0	0	0	0
six5_1	0	8.7146596047368	19.8928283439621	7.53497872032509	8.84823828719695	4.07490721494326
six6a	0	0	0	0	0	0
six6b	0	0	0	0	0	0
six7	0	0	0	0	0	0
six9	0	0	0	0	0	0
ska1	0	0	0	0	0	0
ska2	0	0	0	0	0	0
ska3	0	0	0	0	0	0
ska3_1	1.94319614262304	90.3495858295886	139.305924625299	156.238393120048	16.7652648818149	187.196873917487
skap1	0	0	0	0	0	0
skap1_1	22.5647081190229	13.4465879114354	10.7043262640972	5.49377363422708	3.31565517935299	0
skap2	0	0	0	0	0	0
skia	0	0	0	0	0	0
skia_1	5.33560594750859	42.7725636036469	2.58449073768843	4.26721759900611	15.1998641633433	0
skib	0	0	0	0	0	0
skib_1	3.06213307134501	14.4606532865944	4.31491838085151	6.05565772663047	22.0234602161818	2.71302347572085
skida1	0	0	0	0	0	0
skila	0	0	0	0	0	0
skilb	0	0	0	0	0	0
skiv2l	0	0	0	0	0	0
skiv2l2	0	0	0	0	0	0
skor1a	0	0	0	0	0	0
skor1b	0	0	0	0	0	0
skor1b_1	0	0.495221348106053	2.99232704203998	4.28184517706417	2.76546667389298	7.71872199993685
skp1	0	0	0	0	0	0
skp2	0	0	0	0	0	0
skp2_1	43.3987896566458	90.6684213456783	187.089268680124	270.004068534881	69.433720226451	307.589479113852
sla1	0	0	0	0	0	0
sla2	0	0	0	0	0	0
sla2_1	11.564274436255	7.94608365097622	8.802464186257	4.22796486243868	16.5391572137854	13.9332264835275
slain1a	0	0	0	0	0	0
slain1a_1	0	2.81770330725664	0.945872188152192	0.780858369665403	0.953631062142622	2.56187595256416
slain1a_2	0	2.34808608938053	0.945872188152192	0.780858369665403	0	2.56187595256416
slain1a_3	0	2.81770330725664	0.945872188152192	0.780858369665403	0.953631062142622	2.56187595256416
slain1b	0	0	0	0	0	0
slain2	0	0	0	0	0	0
slbp	0	0	0	0	0	0
slbp2	0	0	0	0	0	0
slc10a1	0	0	0	0	0	0
slc10a2	0	0	0	0	0	0
slc10a2_1	61.6945265281383	102.78907596001	3.90237027899482	1.83121123251982	54.6671878755975	2.14568635660895
slc10a3	0	0	0	0	0	0
slc10a4	0	0	0	0	0	0
slc10a7	0	0	0	0	0	0
slc11a2	0	0	0	0	0	0
slc12a1	0	0	0	0	0	0
slc12a10.1	0	0	0	0	0	0
slc12a10.2	0	0	0	0	0	0
slc12a10.3	0	0	0	0	0	0
slc12a2	0	0	0	0	0	0
slc12a3	0	0	0	0	0	0
slc12a4	0	0	0	0	0	0
slc12a5b	0	0	0	0	0	0
slc12a7a	0	0	0	0	0	0
slc12a7b	0	0	0	0	0	0
slc12a8	0	0	0	0	0	0
slc12a9	0	0	0	0	0	0
slc12a9_1	81.4018839758738	109.701125918439	48.9391092801508	66.722229079929	39.5701447122784	130.769511091953
slc13a1	0	0	0	0	0	0
slc13a1_1	433.168588532616	480.928384265822	66.3206000118716	37.0144370895939	228.611076819117	0
slc13a2	0	0	0	0	0	0
slc13a3	0	0	0	0	0	0
slc13a3_1	168.598770313187	146.679465020987	24.2939804114879	24.7115253979074	273.909012125382	0.755354402769992
slc13a4	0	0	0	0	0	0
slc13a5a	0	0	0	0	0	0
slc13a5b	0	0	0	0	0	0
slc14a2	0	0	0	0	0	0
slc15a1a	0	0	0	0	0	0
slc15a1b	0	0	0	0	0	0
slc15a2	0	0	0	0	0	0
slc15a4	0	0	0	0	0	0
slc16a10	0	0	0	0	0	0
slc16a12a	0	0	0	0	0	0
slc16a12a_1	59.4619812259017	52.5629035310794	14.1850288069152	3.77016285530885	34.0093955937326	1.47253847747873
slc16a12b	0	0	0	0	0	0
slc16a13	0	0	0	0	0	0
slc16a13_1	60.7944463465525	15.3264749929371	15.2317008277125	8.91946043937622	22.8302116513862	20.5880886730446
slc16a1a	0	0	0	0	0	0
slc16a1a_1	1.25690861606173	3.22429830108877	6.22357966800427	7.77376620224904	8.18430121514177	6.59599879994603
slc16a1b	0	0	0	0	0	0
slc16a1b_1	146.42085012781	163.794815629163	69.1331387414063	79.3099275511936	37.9198139394964	84.821898607902
slc16a2	0	0	0	0	0	0
slc16a2_1	0	8.79700284509651	0	1.17018082610015	0	0
slc16a3	0	0	0	0	0	0
slc16a4	0	0	0	0	0	0
slc16a4_1	41.0886602893941	21.3763993322544	7.98818087853368	2.68254449304548	39.51776545935	0
slc16a5a	0	0	0	0	0	0
slc16a5a_1	15.1161256469098	8.05364377408516	1.95254232832618	1.63670666205638	2.04427259426669	0
slc16a5b	0	0	0	0	0	0
slc16a5b_1	0.965005036344858	3.71323427113338	2.80460731484927	3.08709939581886	0	1.62776206363438
slc16a6a	0	2.31908533747225	0	6.36251666085333	0.294329047332291	4.51827629264596
slc16a6b	0	0	0	0	0	0
slc16a7	0	0	0	0	0	0
slc16a8	0	0	0	0	0	0
slc16a8_1	2.84652833637509	0	0.367684630002298	0.54637119453941	1.39012763286599	0
slc16a9a	0	0	0	0	0	0
slc16a9a_1	918.869578405938	493.832948331646	159.51565796608	98.4076008581638	1307.86919465727	24.5889351926101
slc16a9a_2	907.453935139183	323.80425557112	88.3564861724167	78.7144941285592	671.954711647997	30.2521572078881
slc16a9b	0	0	0	0	0	0
slc17a5	0	0	0	0	0	0
slc17a6a	0	0	0	0	0	0
slc17a6b	0	0	0	0	0	0
slc17a7a	0	0	0	0	0	0
slc17a7a_1	0	0.618958094918147	2.70110703259306	1.02917565730415	0	4.58248337680461
slc17a7b	0	0	0	0	0	0
slc17a8	0	0	0	0	0	0
slc17a8_1	0	0	0	1.25730088760338	0	0
slc17a9a	0	0	0	0	0	0
slc17a9b	0	0	0	0	0	0
slc18a1	0	0	0	0	0	0
slc18a2	0	0	0	0	0	0
slc18a2_1	0	5.77208625255185	1.07645902009858	2.34607148975591	0.651173449149626	9.99623239486655
slc18a2_2	0	0	1.53704230574731	4.9486899177545	0	6.6906135368305
slc18a3a	0	0	0	0	0	0
slc18a3b	0	0	0	0	0	0
slc18b1	0	0	0	0	0	0
slc19a1	0	0	0	0	0	0
slc19a2	0	0	0	0	0	0
slc19a3a	0	0	0	0	0	0
slc19a3b	0	0	0	0	0	0
slc1a1	0	0	0	0	0	0
slc1a2a	0	0	0	0	0	0
slc1a2b	0	0	0	0	0	0
slc1a3a	0	0	0	0	0	0
slc1a3b	0	0	0	0	0	0
slc1a4	0	0	0	0	0	0
slc1a5	0	0	0	0	0	0
slc1a6	0	0	0	0	0	0
slc1a7a	0	0	0	0	0	0
slc1a7b	0	0	0	0	0	0
slc1a7b_1	0	0	1.37460594722912	2.95047120325497	1.03941125389614	0.531870398040853
slc1a8a	0	0	0	0	0	0
slc1a8b	0	0	0	0	0	0
slc1a9	4.14450914003542	0	0	0.294633158038699	0	0
slc20a1a	0	0	0	0	0	0
slc20a1a_1	1604.4329817577	2173.66778477252	264.121008893221	348.780067153962	1972.23055920123	61.3171271726972
slc20a1b	0	0	0	0	0	0
slc20a2	0	0	0	0	0	0
slc20a2_1	7.53818841134382	18.3705476981548	23.3688959129111	22.5073724448948	0	45.3985101306541
slc22a13a	0	0	0	0	0	0
slc22a13b	0	0	0	0	0	0
slc22a15	0	0	0	0	0	0
slc22a16	0	0	0	0	0	0
slc22a17	0	0	0	0	0	0
slc22a17_1	0	2.07430256466256	0.835584825701472	0.55184910848392	1.89548780834902	0
slc22a18	0	0	0	0	0	0
slc22a2	0	0	0	0	0	0
slc22a21	0	0	0	0	0	0
slc22a23	0	0	0	0	0	0
slc22a31	0	0	0	0	0	0
slc22a4	0	0	0	0	0	0
slc22a5	0	0	0	0	0	0
slc22a6l	0	0	0	0	0	0
slc22a7a	0	0	0	0	0	0
slc22a7b.1	0	0	0	0	0	0
slc22a7b.1_1	457.943924554392	325.693449120954	59.6750873362615	32.3634505476306	479.560127786746	3.03369979649086
slc22a7b.2	0	0	0	0	0	0
slc22a7b.2_1	152.254552235868	173.404335460993	8.9393835210093	12.7688523069742	242.085641430809	4.10238949752741
slc22a7b.3	0	0	0	0	0	0
slc22a7b.3_1	17.6062478152404	12.097664984594	14.0106357658699	4.82770865992592	59.8801052901019	0
slc23a1	0	0	0	0	0	0
slc23a2	0	0	0	0	0	0
slc23a2_1	5.85661025686953	4.26810575079178	4.29826928410389	6.52906898120139	4.42019801110568	11.5087277349914
slc23a3	0	0	0	0	0	0
slc24a1	0	0	0	0	0	0
slc24a1_1	1.48419624439749	0	0	0.47480180483936	0	0
slc24a2	0	0	0	0	0	0
slc24a3	0	0	0	0	0	0
slc24a4a	0	0	0	0	0	0
slc24a4b	0	0	0	0	0	0
slc24a5	0	0	0	0	0	0
slc25a10	0	0	0	0	0	0
slc25a11	0	0	0	0	0	0
slc25a12	0	0	0	0	0	0
slc25a13	0	0	0	0	0	0
slc25a14	0	0	0	0	0	0
slc25a14_1	42.1049894736374	56.9630163730782	41.1264161090964	26.8440021175704	33.8588504460089	48.0732210769318
slc25a15a	0	0	0	0	0	0
slc25a15b	0	0	0	0	0	0
slc25a15b_1	13.825994776679	33.855132161432	17.4530821124468	20.1045677644372	12.2764518227126	40.0471355711009
slc25a16	0	0	0	0	0	0
slc25a16_1	47.5439346075523	28.3878437378467	38.7532541141891	26.4331360520252	64.3713082530063	68.3361863249068
slc25a17	0	0	0	0	0	0
slc25a17_1	16.7223494136908	19.8714906164927	9.63537192456615	3.77616229314646	9.28740268326957	1.35197490930571
slc25a18	0	0	0	0	0	0
slc25a19	0	0	0	0	0	0
slc25a1a	0	0	0	0	0	0
slc25a1b	0	0	0	0	0	0
slc25a20	0	0	0	0	0	0
slc25a21	0	0	0	0	0	0
slc25a22	0	0	0	0	0	0
slc25a22_1	1309.98927626635	886.276228665406	402.501083067504	109.249233361221	1836.71170179686	249.546105628164
slc25a23a	0	0	0	0	0	0
slc25a23b	0	0	0	0	0	0
slc25a24	0	0	0	0	0	0
slc25a24l	0	0	0	0	0	0
slc25a25a	0	0	0	0	0	0
slc25a25b	0	0	0	0	0	0
slc25a25b_1	54.7744729237793	41.9947703193933	51.3350328101081	24.7688274857866	51.8902110446829	26.2436547997853
slc25a26	0	0	0	0	0	0
slc25a26_1	82.2293470367741	97.8586301892488	75.5551657213482	81.3574625445545	60.4431553536944	131.554066576442
slc25a26_2	68.2369329756407	48.688158937219	56.0368544277433	57.5369261051152	65.765477865517	61.6584728287562
slc25a27	0	0	0	0	0	0
slc25a28	0	0	0	0	0	0
