gene	zcount_FAC_hypoxia-1	zcount_FAC_hypoxia-2	zcount_FAC_hypoxia-3	zcount_WT_hypoxia-1	zcount_WT_hypoxia-2	zcount_WT_hypoxia-3	zcount_WT_normoxia-1	zcount_WT_normoxia-2	zcount_WT_normoxia-3
trnat-agu_252	0	0	0	0	0	0	0	0	0
trnat-agu_253	0	0	0	0	0	0	0	0	0
trnat-agu_254	0	0	0	0	0	0	0	0	0
trnat-agu_255	0	0	0	0	0	0	0	0	0
trnat-agu_256	0	0	0	0	0	0	0	0	0
trnat-agu_257	0	0	0	0	0	0	0	0	0
trnat-agu_258	0	0	0	0	0	0	0	0	0
trnat-agu_259	0	0	0	0	0	0	0	0	0
trnat-agu_26	0	0	0	0	0	0	0	0	0
trnat-agu_260	0	0	0	0	0	0	0	0	0
trnat-agu_261	0	0	0	0	0	0	0	0	0
trnat-agu_262	0	0	0	0	0	0	0	0	0
trnat-agu_263	0	0	0	0	0	0	0	0	0
trnat-agu_264	0	0	0	0	0	0	0	0	0
trnat-agu_265	0	0	0	0	0	0	0	0	0
trnat-agu_266	0	0	0	0	0	0	0	0	0
trnat-agu_267	0	0	0	0	0	0	0	0	0
trnat-agu_268	0	0	0	0	0	0	0	0	0
trnat-agu_269	0	0	0	0	0	0	0	0	0
trnat-agu_27	0	0	0	0	0	0	0	0	0
trnat-agu_270	0	0	0	0	0	0	0	0	0
trnat-agu_271	0	0	0	0	0	0	0	0	0
trnat-agu_272	0	0	0	0	0	0	0	0	0
trnat-agu_273	0	0	0	0	0	0	0	0	0
trnat-agu_274	0	0	0	0	0	0	0	0	0
trnat-agu_275	0	0	0	0	0	0	0	0	0
trnat-agu_276	0	0	0	0	0	0	0	0	0
trnat-agu_277	0	0	0	0	0	0	0	0	0
trnat-agu_278	0	0	0	0	0	0	0	0	0
trnat-agu_279	0	0	0	0	0	0	0	0	0
trnat-agu_28	0	0	0	0	0	0	0	0	0
trnat-agu_280	0	0	0	0	0	0	0	0	0
trnat-agu_281	0	0	0	0	0	0	0	0	0
trnat-agu_282	0	0	0	0	0	0	0	0	0
trnat-agu_283	0	0	0	0	0	0	0	0	0
trnat-agu_284	0	0	0	0	0	0	0	0	0
trnat-agu_285	0	0	0	0	0	0	0	0	0
trnat-agu_286	0	0	0	0	0	0	0	0	0
trnat-agu_287	0	0	0	0	0	0	0	0	0
trnat-agu_288	0	0	0	0	0	0	0	0	0
trnat-agu_289	0	0	0	0	0	0	0	0	0
trnat-agu_29	0	0	0	0	0	0	0	0	0
trnat-agu_290	0	0	0	0	0	0	0	0	0
trnat-agu_291	0	0	0	0	0	0	0	0	0
trnat-agu_292	0	0	0	0	0	0	0	0	0
trnat-agu_293	0	0	0	0	0	0	0	0	0
trnat-agu_294	0	0	0	0	0	0	0	0	0
trnat-agu_295	0	0	0	0	0	0	0	0	0
trnat-agu_296	0	0	0	0	0	0	0	0	0
trnat-agu_297	0	0	0	0	0	0	0	0	0
trnat-agu_298	0	0	0	0	0	0	0	0	0
trnat-agu_299	0	0	0	0	0	0	0	0	0
trnat-agu_3	0	0	0	0	0	0	0	0	0
trnat-agu_30	0	0	0	0	0	0	0	0	0
trnat-agu_300	0	0	0	0	0	0	0	0	0
trnat-agu_301	0	0	0	0	0	0	0	0	0
trnat-agu_302	0	0	0	0	0	0	0	0	0
trnat-agu_303	0	0	0	0	0	0	0	0	0
trnat-agu_304	0	0	0	0	0	0	0	0	0
trnat-agu_305	0	0	0	0	0	0	0	0	0
trnat-agu_306	0	0	0	0	0	0	0	0	0
trnat-agu_307	0	0	0	0	0	0	0	0	0
trnat-agu_308	0	0	0	0	0	0	0	0	0
trnat-agu_309	0	0	0	0	0	0	0	0	0
trnat-agu_31	0	0	0	0	0	0	0	0	0
trnat-agu_310	0	0	0	0	0	0	0	0	0
trnat-agu_311	0	0	0	0	0	0	0	0	0
trnat-agu_312	0	0	0	0	0	0	0	0	0
trnat-agu_313	0	0	0	0	0	0	0	0	0
trnat-agu_314	0	0	0	0	0	0	0	0	0
trnat-agu_315	0	0	0	0	0	0	0	0	0
trnat-agu_316	0	0	0	5.0485209297869	0	0	3.58155115114018	0	0
trnat-agu_317	0	0	0	0	0	0	0	0	0
trnat-agu_318	0	0	0	0	0	0	0	0	0
trnat-agu_319	0	0	0	0	0	0	0	0	0
trnat-agu_32	0	0	0	0	0	0	0	0	0
trnat-agu_320	0	0	0	0	0	0	0	0	0
trnat-agu_321	0	0	0	0	0	0	0	0	0
trnat-agu_322	0	0	0	0	0	0	0	0	0
trnat-agu_323	0	0	0	0	0	0	0	0	0
trnat-agu_324	0	0	0	0	0	0	0	0	0
trnat-agu_325	0	0	0	0	0	0	0	0	0
trnat-agu_326	0	0	0	0	0	0	0	0	0
trnat-agu_327	0	0	0	0	0	0	0	0	0
trnat-agu_328	0	0	0	0	0	0	0	0	0
trnat-agu_329	0	0	0	0	0	0	0	0	0
trnat-agu_33	0	0	0	0	0	0	0	0	0
trnat-agu_330	0	0	0	0	0	0	0	0	0
trnat-agu_331	0	0	0	0	0	0	0	0	0
trnat-agu_332	0	0	0	0	0	0	0	0	0
trnat-agu_333	0	0	0	0	0	0	0	0	0
trnat-agu_334	0	0	0	0	0	0	0	0	0
trnat-agu_335	0	0	0	0	0	0	0	0	0
trnat-agu_336	0	0	0	0	0	0	0	0	0
trnat-agu_337	0	0	0	0	0	0	0	0	0
trnat-agu_338	0	0	0	0	0	0	0	0	0
trnat-agu_339	0	0	0	0	0	0	0	0	0
trnat-agu_34	0	0	0	0	0	0	0	0	0
trnat-agu_340	0	0	0	0	0	0	0	0	0
trnat-agu_341	0	0	0	0	0	0	0	0	0
trnat-agu_342	0	0	0	0	0	0	0	0	0
trnat-agu_343	0	0	0	0	0	0	0	0	0
trnat-agu_344	0	0	0	0	0	0	0	0	0
trnat-agu_345	0	0	0	0	0	0	0	0	0
trnat-agu_346	0	0	0	0	0	0	0	0	0
trnat-agu_347	0	0	0	0	0	0	0	0	0
trnat-agu_348	0	0	0	0	0	0	0	0	0
trnat-agu_349	0	0	0	0	0	0	0	0	0
trnat-agu_35	0	0	0	0	0	0	0	0	0
trnat-agu_350	0	0	0	0	0	0	0	0	0
trnat-agu_351	0	0	0	0	0	0	0	0	0
trnat-agu_352	0	0	0	0	0	0	0	0	0
trnat-agu_353	0	0	0	0	0	0	0	0	0
trnat-agu_354	0	0	0	0	0	0	0	0	0
trnat-agu_355	0	0	0	0	0	0	0	0	0
trnat-agu_356	0	0	0	0	0	0	0	0	0
trnat-agu_357	0	0	0	0	0	0	0	0	0
trnat-agu_358	0	0	0	0	0	0	0	0	0
trnat-agu_359	0	0	0	0	0	0	0	0	0
trnat-agu_36	0	0	0	0	0	0	0	0	0
trnat-agu_37	0	0	0	0	0	0	0	0	0
trnat-agu_38	0	0	0	0	0	0	0	0	0
trnat-agu_39	0	0	0	0	0	0	0	0	0
trnat-agu_4	0	0	0	0	0	0	0	0	0
trnat-agu_40	0	0	0	0	0	0	0	0	0
trnat-agu_41	0	0	0	0	0	0	0	0	0
trnat-agu_42	0	0	0	0	0	0	0	0	0
trnat-agu_43	0	0	0	0	0	0	0	0	0
trnat-agu_44	0	0	0	0	0	0	0	0	0
trnat-agu_45	0	0	0	0	0	0	0	0	0
trnat-agu_46	0	0	0	0	0	0	0	0	0
trnat-agu_47	0	0	0	0	0	0	0	0	0
trnat-agu_48	0	0	0	0	0	0	0	0	0
trnat-agu_49	0	0	0	0	0	0	0	0	0
trnat-agu_5	0	0	0	0	0	0	0	0	0
trnat-agu_50	0	0	0	0	0	0	0	0	0
trnat-agu_51	0	0	0	0	0	0	0	0	0
trnat-agu_52	0	0	0	0	0	0	0	0	0
trnat-agu_53	0	0	0	0	0	0	0	0	0
trnat-agu_54	0	0	0	0	0	0	0	0	0
trnat-agu_55	0	0	0	0	0	0	0	0	0
trnat-agu_56	0	0	0	0	0	0	0	0	0
trnat-agu_57	0	0	0	0	0	0	0	0	0
trnat-agu_58	0	0	0	0	0	0	0	0	0
trnat-agu_59	0	0	0	0	0	0	0	0	0
trnat-agu_6	0	0	0	0	0	0	0	0	0
trnat-agu_60	0	0	0	0	0	0	0	0	0
trnat-agu_61	0	0	0	0	0	0	0	0	0
trnat-agu_62	0	0	0	0	0	0	0	0	0
trnat-agu_63	0	0	0	0	0	0	0	0	0
trnat-agu_64	0	0	0	0	0	0	0	0	0
trnat-agu_65	0	0	0	0	0	0	0	0	0
trnat-agu_66	0	0	0	0	0	0	0	0	0
trnat-agu_67	0	0	0	0	0	0	0	0	0
trnat-agu_68	0	0	0	0	0	0	0	0	0
trnat-agu_69	0	0	0	0	0	0	0	0	0
trnat-agu_7	0	0	0	0	0	0	0	0	0
trnat-agu_70	0	0	0	0	0	0	0	0	0
trnat-agu_71	0	0	0	0	0	0	0	0	0
trnat-agu_72	0	0	0	0	0	0	0	0	0
trnat-agu_73	0	0	0	0	0	0	0	0	0
trnat-agu_74	0	0	0	0	0	0	0	0	0
trnat-agu_75	0	0	0	0	0	0	0	0	0
trnat-agu_76	0	0	0	0	0	0	0	0	0
trnat-agu_77	0	0	0	0	0	0	0	0	0
trnat-agu_78	0	0	0	0	0	0	0	0	0
trnat-agu_79	0	0	0	0	0	0	0	0	0
trnat-agu_8	0	0	0	0	0	0	0	0	0
trnat-agu_80	0	0	0	0	0	0	0	0	0
trnat-agu_81	0	0	0	0	0	0	0	0	0
trnat-agu_82	0	0	0	0	0	0	0	0	0
trnat-agu_83	0	0	0	0	0	0	0	0	0
trnat-agu_84	0	0	0	0	0	0	0	0	0
trnat-agu_85	0	0	0	0	0	0	0	0	0
trnat-agu_86	0	0	0	0	0	0	0	0	0
trnat-agu_87	0	0	0	0	0	0	0	0	0
trnat-agu_88	0	0	0	0	0	0	0	0	0
trnat-agu_89	0	0	0	0	0	0	0	0	0
trnat-agu_9	0	0	0	0	0	0	0	0	0
trnat-agu_90	0	0	0	0	0	0	0	0	0
trnat-agu_91	0	0	0	0	0	0	0	0	0
trnat-agu_92	0	0	0	0	0	0	0	0	0
trnat-agu_93	0	0	0	0	0	0	0	0	0
trnat-agu_94	0	0	0	0	0	0	0	0	0
trnat-agu_95	0	0	0	0	0	0	0	0	0
trnat-agu_96	0	0	0	0	0	0	0	0	0
trnat-agu_97	0	0	0	0	0	0	0	0	0
trnat-agu_98	0	0	0	0	0	0	0	0	0
trnat-agu_99	0	0	0	0	0	0	0	0	0
trnat-cgu	0	0	0	0	0	0	0	0	0
trnat-cgu_1	0	0	0	0	0	0	0	0	0
trnat-cgu_10	0	0	0	0	0	0	0	0	0
trnat-cgu_11	0	0	0	0	0	0	0	0	0
trnat-cgu_12	0	0	0	0	0	0	0	0	0
trnat-cgu_13	0	0	0	0	0	0	0	0	0
trnat-cgu_14	0	0	0	0	0	0	0	0	0
trnat-cgu_15	0	0	0	0	0	0	0	0	0
trnat-cgu_16	0	0	0	0	0	0	0	0	0
trnat-cgu_17	0	0	0	0	0	0	0	0	0
trnat-cgu_18	0	0	0	0	0	0	0	0	0
trnat-cgu_19	0	0	0	0	0	0	0	0	0
trnat-cgu_2	0	0	0	0	0	0	0	0	0
trnat-cgu_20	0	0	0	0	0	0	0	0	0
trnat-cgu_21	0	0	0	0	0	0	0	0	0
trnat-cgu_22	0	0	0	0	0	0	0	0	0
trnat-cgu_23	0	0	0	0	0	0	0	0	0
trnat-cgu_24	0	0	0	0	0	0	0	0	0
trnat-cgu_25	0	0	0	0	0	0	0	0	0
trnat-cgu_26	0	0	0	0	0	0	0	0	0
trnat-cgu_27	0	0	0	0	0	0	0	0	0
trnat-cgu_28	0	0	0	0	0	0	0	0	0
trnat-cgu_29	0	0	0	0	0	0	0	0	0
trnat-cgu_3	0	0	0	0	0	0	0	0	0
trnat-cgu_30	0	0	0	0	0	0	0	0	0
trnat-cgu_31	0	0	0	0	0	0	0	0	0
trnat-cgu_32	0	0	0	0	0	0	0	0	0
trnat-cgu_33	0	0	0	0	0	0	0	0	0
trnat-cgu_34	0	0	0	0	0	0	0	0	0
trnat-cgu_35	0	0	0	0	0	0	0	0	0
trnat-cgu_36	0	0	0	0	0	0	0	0	0
trnat-cgu_37	0	0	0	0	0	0	0	0	0
trnat-cgu_38	0	0	0	0	0	0	0	0	0
trnat-cgu_39	0	0	0	0	0	0	0	0	0
trnat-cgu_4	0	0	0	0	0	0	0	0	0
trnat-cgu_40	0	0	0	0	0	0	0	0	0
trnat-cgu_41	0	0	0	0	0	0	0	0	0
trnat-cgu_42	0	0	0	0	0	0	0	0	0
trnat-cgu_43	0	0	0	0	0	0	0	0	0
trnat-cgu_44	0	0	0	0	0	0	0	0	0
trnat-cgu_45	0	0	0	0	0	0	0	0	0
trnat-cgu_46	0	0	0	0	0	0	0	0	0
trnat-cgu_47	0	0	0	0	0	0	0	0	0
trnat-cgu_48	0	0	0	0	0	0	0	0	0
trnat-cgu_49	0	0	0	0	0	0	0	0	0
trnat-cgu_5	0	0	0	0	0	0	0	0	0
trnat-cgu_50	0	0	0	0	0	0	0	0	0
trnat-cgu_51	0	0	0	0	0	0	0	0	0
trnat-cgu_52	0	0	0	0	0	0	0	0	0
trnat-cgu_53	0	0	0	0	0	0	0	0	0
trnat-cgu_54	0	0	0	0	0	0	0	0	0
trnat-cgu_55	0	0	0	0	0	0	0	0	0
trnat-cgu_56	0	0	0	0	0	0	0	0	0
trnat-cgu_57	0	0	0	0	0	0	0	0	0
trnat-cgu_58	0	0	0	0	0	0	0	0	0
trnat-cgu_59	0	0	0	0	0	0	0	0	0
trnat-cgu_6	0	0	0	0	0	0	0	0	0
trnat-cgu_60	0	0	0	0	0	0	0	0	0
trnat-cgu_61	0	0	0	0	0	0	0	0	0
trnat-cgu_62	0	0	0	0	0	0	0	0	0
trnat-cgu_63	0	0	0	0	0	0	0	0	0
trnat-cgu_64	0	0	0	0	0	0	0	0	0
trnat-cgu_65	0	0	0	0	0	0	0	0	0
trnat-cgu_66	0	0	0	0	0	0	0	0	0
trnat-cgu_67	0	0	0	0	0	0	0	0	0
trnat-cgu_68	0	0	0	0	0	0	0	0	0
trnat-cgu_7	0	0	0	0	0	0	0	0	0
trnat-cgu_8	0	0	0	0	0	0	0	0	0
trnat-cgu_9	0	0	0	0	0	0	0	0	0
trnat-ggu	0	0	0	0	0	0	0	0	0
trnat-ggu_1	0	0	0	0	0	0	0	0	0
trnat-ggu_2	0	0	0	0	0	0	0	0	0
trnat-ggu_3	0	0	0	0	0	0	0	0	0
trnat-ggu_4	0	0	0	0	0	0	0	0	0
trnat-ggu_5	0	0	0	0	0	0	0	0	0
trnat-ggu_6	0	0	0	0	0	0	0	0	0
trnat-ggu_7	0	0	0	0	0	0	0	0	0
trnat-ggu_8	0	0	0	0	0	0	0	0	0
trnat-ggu_9	0	0	0	0	0	0	0	0	0
trnat-ugu	0	0	0	0	0	0	0	0	0
trnat-ugu_1	0	0	0	0	0	0	0	0	0
trnat-ugu_10	0	0	0	0	0	0	0	0	0
trnat-ugu_100	0	0	0	0	0	0	0	0	0
trnat-ugu_101	0	0	0	0	0	0	0	0	0
trnat-ugu_102	0	0	0	0	0	0	0	0	0
trnat-ugu_103	0	0	0	0	0	0	0	0	0
trnat-ugu_104	0	0	0	0	0	0	0	0	0
trnat-ugu_105	0	0	0	0	0	0	0	0	0
trnat-ugu_106	0	0	0	0	0	0	0	0	0
trnat-ugu_107	0	0	0	0	0	0	0	0	0
trnat-ugu_108	0	0	0	0	0	0	0	0	0
trnat-ugu_109	0	0	0	0	0	0	0	0	0
trnat-ugu_11	0	0	0	0	0	0	0	0	0
trnat-ugu_110	0	0	0	0	0	0	0	0	0
trnat-ugu_111	0	0	0	0	0	0	0	0	0
trnat-ugu_112	0	0	0	0	0	0	0	0	0
trnat-ugu_113	0	0	0	0	0	0	0	0	0
trnat-ugu_114	0	0	0	0	0	0	0	0	0
trnat-ugu_115	0	0	0	0	0	0	0	0	0
trnat-ugu_116	0	0	0	0	0	0	0	0	0
trnat-ugu_117	0	0	0	0	0	0	0	0	0
trnat-ugu_118	0	0	0	0	0	0	0	0	0
trnat-ugu_119	0	0	0	0	0	0	0	0	0
trnat-ugu_12	0	0	0	0	0	0	0	0	0
trnat-ugu_120	0	0	0	0	0	0	0	0	0
trnat-ugu_121	0	0	0	0	0	0	0	0	0
trnat-ugu_122	0	0	0	0	0	0	0	0	0
trnat-ugu_123	0	0	0	0	0	0	0	0	0
trnat-ugu_124	0	0	0	0	0	0	0	0	0
trnat-ugu_125	0	0	0	0	0	0	0	0	0
trnat-ugu_126	0	0	0	0	0	0	0	0	0
trnat-ugu_127	0	0	0	0	0	0	0	0	0
trnat-ugu_128	0	0	0	0	0	0	0	0	0
trnat-ugu_129	0	0	0	0	0	0	0	0	0
trnat-ugu_13	0	0	0	0	0	0	0	0	0
trnat-ugu_130	0	0	0	0	0	0	0	0	0
trnat-ugu_131	0	0	0	0	0	0	0	0	0
trnat-ugu_132	0	0	0	0	0	0	0	0	0
trnat-ugu_133	0	0	0	0	0	0	0	0	0
trnat-ugu_134	0	0	0	0	0	0	0	0	0
trnat-ugu_135	0	0	0	0	0	0	0	0	0
trnat-ugu_136	0	0	0	0	0	0	0	0	0
trnat-ugu_137	0	0	0	0	0	0	0	0	0
trnat-ugu_138	0	0	0	0	0	0	0	0	0
trnat-ugu_139	0	0	0	0	0	0	0	0	0
trnat-ugu_14	0	0	0	0	0	0	0	0	0
trnat-ugu_140	0	0	0	0	0	0	0	0	0
trnat-ugu_141	0	0	0	0	0	0	0	0	0
trnat-ugu_142	0	0	0	0	0	0	0	0	0
trnat-ugu_143	0	0	0	0	0	0	0	0	0
trnat-ugu_144	0	0	0	0	0	0	0	0	0
trnat-ugu_145	0	0	0	0	0	0	0	0	0
trnat-ugu_146	0	0	0	0	0	0	0	0	0
trnat-ugu_147	0	0	0	0	0	0	0	0	0
trnat-ugu_148	0	0	0	0	0	0	0	0	0
trnat-ugu_149	0	0	0	0	0	0	0	0	0
trnat-ugu_15	0	0	0	0	0	0	0	0	0
trnat-ugu_150	0	0	0	0	0	0	0	0	0
trnat-ugu_151	0	0	0	0	0	0	0	0	0
trnat-ugu_152	0	0	0	0	0	0	0	0	0
trnat-ugu_153	0	0	0	0	0	0	0	0	0
trnat-ugu_154	0	0	0	0	0	0	0	0	0
trnat-ugu_155	0	0	0	0	0	0	0	0	0
trnat-ugu_156	0	0	0	0	0	0	0	0	0
trnat-ugu_157	0	0	0	0	0	0	0	0	0
trnat-ugu_158	0	0	0	0	0	0	0	0	0
trnat-ugu_159	0	0	0	0	0	0	0	0	0
trnat-ugu_16	0	0	0	0	0	0	0	0	0
trnat-ugu_160	0	0	0	0	0	0	0	0	0
trnat-ugu_161	0	0	0	0	0	0	0	0	0
trnat-ugu_162	0	0	0	0	0	0	0	0	0
trnat-ugu_163	0	0	0	0	0	0	0	0	0
trnat-ugu_164	0	0	0	0	0	0	0	0	0
trnat-ugu_165	0	0	0	0	0	0	0	0	0
trnat-ugu_166	0	0	0	0	0	0	0	0	0
trnat-ugu_167	0	0	0	0	0	0	0	0	0
trnat-ugu_168	0	0	0	0	0	0	0	0	0
trnat-ugu_169	0	0	0	0	0	0	0	0	0
trnat-ugu_17	0	0	0	0	0	0	0	0	0
trnat-ugu_170	0	0	0	0	0	0	0	0	0
trnat-ugu_171	0	0	0	0	0	0	0	0	0
trnat-ugu_172	0	0	0	0	0	0	0	0	0
trnat-ugu_173	0	0	0	0	0	0	0	0	0
trnat-ugu_174	0	0	0	0	0	0	0	0	0
trnat-ugu_175	0	0	0	0	0	0	0	0	0
trnat-ugu_176	0	0	0	0	0	0	0	0	0
trnat-ugu_177	0	0	0	0	0	0	0	0	0
trnat-ugu_178	0	0	0	0	0	0	0	0	0
trnat-ugu_179	0	0	0	0	0	0	0	0	0
trnat-ugu_18	0	0	0	0	0	0	0	0	0
trnat-ugu_180	0	0	0	0	0	0	0	0	0
trnat-ugu_181	0	0	0	0	0	0	0	0	0
trnat-ugu_182	0	0	0	0	0	0	0	0	0
trnat-ugu_183	0	0	0	0	0	0	0	0	0
trnat-ugu_184	0	0	0	0	0	0	0	0	0
trnat-ugu_185	0	0	0	0	0	0	0	0	0
trnat-ugu_186	0	0	0	0	0	0	0	0	0
trnat-ugu_187	0	0	0	0	0	0	0	0	0
trnat-ugu_188	0	0	0	0	0	0	0	0	0
trnat-ugu_189	0	0	0	0	0	0	0	0	0
trnat-ugu_19	0	0	0	0	0	0	0	0	0
trnat-ugu_190	0	0	0	0	0	0	0	0	0
trnat-ugu_191	0	0	0	0	0	0	0	0	0
trnat-ugu_192	0	0	0	0	0	0	0	0	0
trnat-ugu_193	0	0	0	0	0	0	0	0	0
trnat-ugu_194	0	0	0	0	0	0	0	0	0
trnat-ugu_195	0	0	0	0	0	0	0	0	0
trnat-ugu_196	0	0	0	0	0	0	0	0	0
trnat-ugu_197	0	0	0	0	0	0	0	0	0
trnat-ugu_198	0	0	0	0	0	0	0	0	0
trnat-ugu_199	0	0	0	0	0	0	0	0	0
trnat-ugu_2	0	0	0	0	0	0	0	0	0
trnat-ugu_20	0	0	0	0	0	0	0	0	0
trnat-ugu_200	0	0	0	0	0	0	0	0	0
trnat-ugu_201	0	0	0	0	0	0	0	0	0
trnat-ugu_202	0	0	0	0	0	0	0	0	0
trnat-ugu_203	0	0	0	0	0	0	0	0	0
trnat-ugu_204	0	0	0	0	0	0	0	0	0
trnat-ugu_205	0	0	0	0	0	0	0	0	0
trnat-ugu_206	0	0	0	0	0	0	0	0	0
trnat-ugu_207	0	0	0	0	0	0	0	0	0
trnat-ugu_208	0	0	0	0	0	0	0	0	0
trnat-ugu_209	0	0	0	0	0	0	0	0	0
trnat-ugu_21	0	0	0	0	0	0	0	0	0
trnat-ugu_210	0	0	0	0	0	0	0	0	0
trnat-ugu_211	0	0	0	0	0	0	0	0	0
trnat-ugu_212	0	0	0	0	0	0	0	0	0
trnat-ugu_213	0	0	0	0	0	0	0	0	0
trnat-ugu_214	0	0	0	0	0	0	0	0	0
trnat-ugu_215	0	0	0	0	0	0	0	0	0
trnat-ugu_216	0	0	0	0	0	0	0	0	0
trnat-ugu_217	0	0	0	0	0	0	0	0	0
trnat-ugu_218	0	0	0	0	0	0	0	0	0
trnat-ugu_219	0	0	0	0	0	0	0	0	0
trnat-ugu_22	0	0	0	0	0	0	0	0	0
trnat-ugu_220	0	0	0	0	0	0	0	0	0
trnat-ugu_221	0	0	0	0	0	0	0	0	0
trnat-ugu_222	0	0	0	0	0	0	0	0	0
trnat-ugu_223	0	0	0	0	0	0	0	0	0
trnat-ugu_224	0	0	0	0	0	0	0	0	0
trnat-ugu_225	0	0	0	0	0	0	0	0	0
trnat-ugu_226	0	0	0	0	0	0	0	0	0
trnat-ugu_227	0	0	0	0	0	0	0	0	0
trnat-ugu_228	0	0	0	0	0	0	0	0	0
trnat-ugu_229	0	0	0	0	0	0	0	0	0
trnat-ugu_23	0	0	0	0	0	0	0	0	0
trnat-ugu_230	0	0	0	0	0	0	0	0	0
trnat-ugu_231	0	0	0	0	0	0	0	0	0
trnat-ugu_232	0	0	0	0	0	0	0	0	0
trnat-ugu_233	0	0	0	0	0	0	0	0	0
trnat-ugu_234	0	0	0	0	0	0	0	0	0
trnat-ugu_235	0	0	0	0	0	0	0	0	0
trnat-ugu_236	0	0	0	0	0	0	0	0	0
trnat-ugu_237	0	0	0	0	0	0	0	0	0
trnat-ugu_238	0	0	0	0	0	0	0	0	0
trnat-ugu_239	0	0	0	0	0	0	0	0	0
trnat-ugu_24	0	0	0	0	0	0	0	0	0
trnat-ugu_240	0	0	0	0	0	0	0	0	0
trnat-ugu_241	0	0	0	0	0	0	0	0	0
trnat-ugu_242	0	0	0	0	0	0	0	0	0
trnat-ugu_243	0	0	0	0	0	0	0	0	0
trnat-ugu_244	0	0	0	0	0	0	0	0	0
trnat-ugu_245	0	0	0	0	0	0	0	0	0
trnat-ugu_246	0	0	0	0	0	0	0	0	0
trnat-ugu_247	0	0	0	0	0	0	0	0	0
trnat-ugu_248	0	0	0	0	0	0	0	0	0
trnat-ugu_249	0	0	0	0	0	0	0	0	0
trnat-ugu_25	0	0	0	0	0	0	0	0	0
trnat-ugu_250	0	0	0	0	0	0	0	0	0
trnat-ugu_251	0	0	0	0	0	0	0	0	0
trnat-ugu_252	0	0	0	0	0	0	0	0	0
trnat-ugu_253	0	0	0	0	0	0	0	0	0
trnat-ugu_254	0	0	0	0	0	0	0	0	0
trnat-ugu_255	0	0	0	0	0	0	0	0	0
trnat-ugu_256	0	0	0	0	0	0	0	0	0
trnat-ugu_257	0	0	0	0	0	0	0	0	0
trnat-ugu_258	0	0	0	0	0	0	0	0	0
trnat-ugu_259	0	0	0	0	0	0	0	0	0
trnat-ugu_26	0	0	0	0	0	0	0	0	0
trnat-ugu_260	0	0	0	0	0	0	0	0	0
trnat-ugu_261	0	0	0	0	0	0	0	0	0
trnat-ugu_262	0	0	0	0	0	0	0	0	0
trnat-ugu_263	0	0	0	0	0	0	0	0	0
trnat-ugu_264	0	0	0	0	0	0	0	0	0
trnat-ugu_265	0	0	0	0	0	0	0	0	0
trnat-ugu_266	0	0	0	0	0	0	0	0	0
trnat-ugu_267	0	0	0	0	0	0	0	0	0
trnat-ugu_268	0	0	0	0	0	0	0	0	0
trnat-ugu_269	0	0	0	0	0	0	0	0	0
trnat-ugu_27	0	0	0	0	0	0	0	0	0
trnat-ugu_270	0	0	0	0	0	0	0	0	0
trnat-ugu_271	0	0	0	0	0	0	0	0	0
trnat-ugu_272	0	0	0	0	0	0	0	0	0
trnat-ugu_273	0	0	0	0	0	0	0	0	0
trnat-ugu_274	0	0	0	0	0	0	0	0	0
trnat-ugu_275	0	0	0	0	0	0	0	0	0
trnat-ugu_276	0	0	0	0	0	0	0	0	0
trnat-ugu_277	0	0	0	0	0	0	0	0	0
trnat-ugu_278	0	0	0	0	0	0	0	0	0
trnat-ugu_279	0	0	0	0	0	0	0	0	0
trnat-ugu_28	0	0	0	0	0	0	0	0	0
trnat-ugu_280	0	0	0	0	0	0	0	0	0
trnat-ugu_281	0	0	0	0	0	0	0	0	0
trnat-ugu_282	0	0	0	0	0	0	0	0	0
trnat-ugu_283	0	0	0	0	0	0	0	0	0
trnat-ugu_284	0	0	0	0	0	0	0	0	0
trnat-ugu_285	0	0	0	0	0	0	0	0	0
trnat-ugu_286	0	0	0	0	0	0	0	0	0
trnat-ugu_29	0	0	0	0	0	0	0	0	0
trnat-ugu_3	0	0	0	0	0	0	0	0	0
trnat-ugu_30	0	0	0	0	0	0	0	0	0
trnat-ugu_31	0	0	0	0	0	0	0	0	0
trnat-ugu_32	0	0	0	0	0	0	0	0	0
trnat-ugu_33	0	0	0	0	0	0	0	0	0
trnat-ugu_34	0	0	0	0	0	0	0	0	0
trnat-ugu_35	0	0	0	0	0	0	0	0	0
trnat-ugu_36	0	0	0	0	0	0	0	0	0
trnat-ugu_37	0	0	0	0	0	0	0	0	0
trnat-ugu_38	0	0	0	0	0	0	0	0	0
trnat-ugu_39	0	0	0	0	0	0	0	0	0
trnat-ugu_4	0	0	0	0	0	0	0	0	0
trnat-ugu_40	0	0	0	0	0	0	0	0	0
trnat-ugu_41	0	0	0	0	0	0	0	0	0
trnat-ugu_42	0	0	0	0	0	0	0	0	0
trnat-ugu_43	0	0	0	0	0	0	0	0	0
trnat-ugu_44	0	0	0	0	0	0	0	0	0
trnat-ugu_45	0	0	0	0	0	0	0	0	0
trnat-ugu_46	0	0	0	0	0	0	0	0	0
trnat-ugu_47	0	0	0	0	0	0	0	0	0
trnat-ugu_48	0	0	0	0	0	0	0	0	0
trnat-ugu_49	0	0	0	0	0	0	0	0	0
trnat-ugu_5	0	0	0	0	0	0	0	0	0
