gene	zcount_L-brain-1_S70	zcount_L-brain-2_S71	zcount_L-brain-3_S72	zcount_L-ovary-1_S64	zcount_L-ovary-2_S65	zcount_L-ovary-3_S66	zcount_N-brain-1_S67	zcount_N-brain-2_S68	zcount_N-brain-3_S69	zcount_N-ovary-1_S61	zcount_N-ovary-2_S62	zcount_N-ovary-3_S63
vsig8b	0	0	0	0	0	0	0	0	0	0	0	0
vsnl1a	0	0	0	0	0	0	0	0	0	0	0	0
vsnl1b	0	0	0	0	0	0	0	0	0	0	0	0
vstm2l	0	0	0	0	0	0	0	0	0	0	0	0
vstm4a	0	0	0	0	0	0	0	0	0	0	0	0
vstm4b	0	0	0	0	0	0	0	0	0	0	0	0
vstm5	0	0	0	0	0	0	0	0	0	0	0	0
vsx1	0	0	0	0	0	0	0	0	0	0	0	0
vsx1_1	1.34914968194267	0	1.90537446405125	2.43460760523335	8.13571599188704	2.97087814816766	2.25468147710462	1.63909291282891	2.89576015179246	4.2865345618436	2.68812633935732	3.19527429907617
vsx2	0	0	0	0	0	0	0	0	0	0	0	0
vta1	0	0	0	0	0	0	0	0	0	0	0	0
vtcn1	0	0	0	0	0	0	0	0	0	0	0	0
vtg1	0	0	0	0	0	0	0	0	0	0	0	0
vtg1_1	19.7247964670979	29.6240843670836	22.3753784208685	57.2380511494017	127.943198221219	0.0456887175826824	8.31690961789374	6.52240946799953	5.73591331516283	6.35640330119815	1.74318337722062	31.2692128455638
vtg2	0	0	0	0	0	0	0	0	0	0	0	0
vtg2_1	8.15502832834791	4.41673674339611	1.78714666504087	12.4833579066737	21.8752402046071	0.0403845830354535	0.100703776370737	0.256231298022293	0.543215855536408	0.721638370684207	0.326838953324137	5.56587326292812
vtg2_2	7.63031684927577	4.41143877848999	4.40300726810788	12.5697528413284	10.6196304329447	0	0.402331920630309	0.383885915109769	1.71812014763888	2.16231825266191	0.233176359571513	8.50509608987927
vtg3	0	0	0	0	0	0	0	0	0	0	0	0
vtg4	0	0	0	0	0	0	0	0	0	0	0	0
vtg4_1	5.20584856250076	1.67754215882267	3.66041001580177	14.3311706397115	12.203035198692	0	0.594981157460031	0.302774731532492	1.17679637956713	1.035447190481	0.275862854914074	7.13902040596631
vtg5	0	0	0	0	0	0	0	0	0	0	0	0
vtg5_1	10.1732890151046	3.18072755638751	2.11979694647297	9.0286255445738	12.6717832842298	0	0.716689553772368	0.303924872962815	0.751715135320484	0.978240482957074	0.332292920392224	4.45767713513998
vtg6	0	0	0	0	0	0	0	0	0	0	0	0
vtg6_1	3.63112309447666	0.185167299694607	1.53844661848349	7.2077961560826	5.37461914539229	0	0.35464008464394	0.150391396254626	0.212555326931383	0.847111207692269	0.219238374168554	2.28956047105975
vtg7	0	0	0	0	0	0	0	0	0	0	0	0
vtg7_1	2.4559491283421	0.375719679380333	0.851354921434485	2.35695551999372	2.66579970770161	0	0.359796948806819	0	0.539115298820003	0.613877966956972	0.0556065864398907	0.67985948648486
vtg7_2	2.45419404320989	0.375451180324082	1.13432869474914	5.19367490592673	1.45303344975637	0	0.719079657096048	0.609876877045915	0.646476039604549	0.858814983310695	0.0555668485267607	1.75504857312854
vti1a	0	0	0	0	0	0	0	0	0	0	0	0
vti1a_1	20.9821999258849	216.112538841028	66.0115681337128	17.4010619456602	22.3712283512789	13.1430194640136	175.379194541715	85.4234600041528	44.4125136111804	27.4951786458593	16.752124692109	15.4819977197812
vti1b	0	0	0	0	0	0	0	0	0	0	0	0
vtna	0	0	0	0	0	0	0	0	0	0	0	0
vtnb	0	0	0	0	0	0	0	0	0	0	0	0
vtrna4	0	0	0	0	0	0	0	0	0	0	0	0
vwa1	0	0	0	0	0	0	0	0	0	0	0	0
vwa10.1	0	0	0	0	0	0	0	0	0	0	0	0
vwa10.2	0	0	0	0	0	0	0	0	0	0	0	0
vwa11	0	0	0	0	0	0	0	0	0	0	0	0
vwa2	0	0	0	0	0	0	0	0	0	0	0	0
vwa2_1	0.147011409560296	4.20568967744599	2.52259496615594	0.278553859212279	0.718078137899532	1.14007370372383	0.868666886553167	1.90884474442538	8.59055815741766	0.0808418794972374	0.695671475779546	1.00722394099183
vwa3a	0	0	0	0	0	0	0	0	0	0	0	0
vwa5b1	0	0	0	0	0	0	0	0	0	0	0	0
vwa5b2	0	0	0	0	0	0	0	0	0	0	0	0
vwa7	0	0	0	0	0	0	0	0	0	0	0	0
vwa8	0	0	0	0	0	0	0	0	0	0	0	0
vwa8_1	4.6904544322257	23.1256419948237	24.893143182493	19.3784669305676	24.2950120483366	18.7190312729268	33.2404921977375	25.7555902623912	6.27887912863972	20.0913165295153	21.5603277878527	23.052624337899
vwa8_2	7.57055803096078	21.3254423185799	30.4365742273338	29.3572636948139	22.5979340008426	15.9182671241366	29.439052930443	26.8802885271245	4.45085102789651	22.4443536005396	21.4373601388725	24.2219603550389
vwa9	0	0	0	0	0	0	0	0	0	0	0	0
vwa9_1	166.570426791106	106.877130406144	146.074544157669	202.894610196135	217.544599876616	213.788880680901	130.965136103357	149.126106295874	73.2516551621731	237.948614643575	222.144997978693	154.194642027654
vwc2	0	0	0	0	0	0	0	0	0	0	0	0
vwc2l	0	0	0	0	0	0	0	0	0	0	0	0
vwde	0	0	0	0	0	0	0	0	0	0	0	0
vwf	0	0	0	0	0	0	0	0	0	0	0	0
waca	0	0	0	0	0	0	0	0	0	0	0	0
wacb	0	0	0	0	0	0	0	0	0	0	0	0
waif2	0	0	0	0	0	0	0	0	0	0	0	0
waif2_1	0	16.7028753420091	16.6299908425036	0	0	0	16.4797170225808	12.3326740358321	5.22910677121367	0	0	0.228966806824341
waif2_2	0	17.4620969484641	16.6299908425036	0	0	0	16.4797170225808	12.9493077376237	5.22910677121367	0	0	0.228966806824341
wapla	0	0	0	0	0	0	0	0	0	0	0	0
wapla_1	3.78408215238528	82.7276285192082	55.2913107755078	2.6364195603683	1.82154976769451	1.75789844918463	72.8938539653451	56.846764265672	51.5499836510394	2.46086043920947	2.75360440271061	3.37330271133364
waplb	0	0	0	0	0	0	0	0	0	0	0	0
waplb_1	90.0192613477307	132.326062530546	167.915713713409	185.69891547677	165.567198808431	204.921361986025	110.775327754248	130.321170058264	65.5700086733102	130.191319726159	193.973617029075	192.090432864052
wars	0	0	0	0	0	0	0	0	0	0	0	0
wars_1	196.119837305333	209.741283248598	189.870751778565	189.522688104508	187.511217965029	178.860868318673	170.330879740585	180.370788012123	117.726533951913	164.289841736076	155.208755849738	169.297429659597
wars2	0	0	0	0	0	0	0	0	0	0	0	0
wasa	0	0	0	0	0	0	0	0	0	0	0	0
wasb	0	0	0	0	0	0	0	0	0	0	0	0
wasf1	0	0	0	0	0	0	0	0	0	0	0	0
wasf2	0	0	0	0	0	0	0	0	0	0	0	0
wasf3a	0	0	0	0	0	0	0	0	0	0	0	0
wasf3b	0	0	0	0	0	0	0	0	0	0	0	0
wasf3b_1	25.9087123151102	167.514478391276	94.0893566457787	39.3362642985769	92.7196822684714	41.0404797326399	212.003567227924	232.702784471617	121.546280061834	99.4094163995348	76.1716554245187	48.3441887443896
wash1	0	0	0	0	0	0	0	0	0	0	0	0
wasla	0	0	0	0	0	0	0	0	0	0	0	0
wasla_1	102.324200023248	256.089025341268	248.691470204476	201.226224514196	296.564084831358	264.930645616531	216.173081384655	233.238630676409	153.614365391209	244.578302695889	295.556285277029	268.112218849287
wasla_2	88.2450698915951	73.6128743843743	59.9330799271465	145.368684150237	86.6383680046351	58.6601010722384	95.0081694991551	83.5993723147915	50.6639760580935	54.7741490314697	105.26846227607	47.9563708840878
waslb	0	0	0	0	0	0	0	0	0	0	0	0
wbp1	0	0	0	0	0	0	0	0	0	0	0	0
wbp11	0	0	0	0	0	0	0	0	0	0	0	0
wbp11_1	86.3909139750416	58.7876310836878	112.807387825692	190.483611771536	196.256433438809	167.185334442231	79.1190588837898	96.7841404928963	38.6050755612687	170.988941836551	168.367999155831	186.556245379652
wbp1la	0	0	0	0	0	0	0	0	0	0	0	0
wbp1lb	0	0	0	0	0	0	0	0	0	0	0	0
wbp2	0	0	0	0	0	0	0	0	0	0	0	0
wbp2nl	0	0	0	0	0	0	0	0	0	0	0	0
wbp4	0	0	0	0	0	0	0	0	0	0	0	0
wdcp	0	0	0	0	0	0	0	0	0	0	0	0
wdfy1	0	0	0	0	0	0	0	0	0	0	0	0
wdfy2	0	0	0	0	0	0	0	0	0	0	0	0
wdfy3	0	0	0	0	0	0	0	0	0	0	0	0
wdfy3_1	0.120448777045865	3.64848160879745	2.75573603041487	0.260826960176577	0.261481242372995	0.415146865936473	3.62326385518253	0.658503891419431	0.232673732361102	0	0.119994665697192	0.489027871365567
wdfy4	0	0	0	0	0	0	0	0	0	0	0	0
wdhd1	0	0	0	0	0	0	0	0	0	0	0	0
wdpcp	0	0	0	0	0	0	0	0	0	0	0	0
wdr1	0	0	0	0	0	0	0	0	0	0	0	0
wdr11	0	0	0	0	0	0	0	0	0	0	0	0
wdr12	0	0	0	0	0	0	0	0	0	0	0	0
wdr13	0	0	0	0	0	0	0	0	0	0	0	0
wdr17	0	0	0	0	0	0	0	0	0	0	0	0
wdr18	0	0	0	0	0	0	0	0	0	0	0	0
wdr19	0	0	0	0	0	0	0	0	0	0	0	0
wdr19_1	15.6227478075067	86.7339905291546	68.7506424133012	28.209058762544	19.6729189182092	19.8873842526238	79.5087676538178	62.5744616998485	26.5318405748045	26.6813563533891	20.5480403871002	19.0191525009102
wdr20a	0	0	0	0	0	0	0	0	0	0	0	0
wdr20b	0	0	0	0	0	0	0	0	0	0	0	0
wdr21	0	0	0	0	0	0	0	0	0	0	0	0
wdr24	0	0	0	0	0	0	0	0	0	0	0	0
wdr25	0	0	0	0	0	0	0	0	0	0	0	0
wdr26a	0	0	0	0	0	0	0	0	0	0	0	0
wdr26b	0	0	0	0	0	0	0	0	0	0	0	0
wdr27	0	0	0	0	0	0	0	0	0	0	0	0
wdr3	0	0	0	0	0	0	0	0	0	0	0	0
wdr32	0	0	0	0	0	0	0	0	0	0	0	0
wdr32_1	49.8621002080839	83.2375906388678	96.0798868798476	95.6652859831288	124.91497946971	130.010631672349	88.9238363290051	88.3225355693948	52.7832451382178	129.747997378529	110.077832269079	130.372997692914
wdr33	0	0	0	0	0	0	0	0	0	0	0	0
wdr34	0	0	0	0	0	0	0	0	0	0	0	0
wdr35	0	0	0	0	0	0	0	0	0	0	0	0
wdr36	0	0	0	0	0	0	0	0	0	0	0	0
wdr37	0	0	0	0	0	0	0	0	0	0	0	0
wdr38	0	0	0	0	0	0	0	0	0	0	0	0
wdr4	0	0	0	0	0	0	0	0	0	0	0	0
wdr41	0	0	0	0	0	0	0	0	0	0	0	0
wdr43	0	0	0	0	0	0	0	0	0	0	0	0
wdr44	0	0	0	0	0	0	0	0	0	0	0	0
wdr44_1	68.2282254820137	124.280810603172	197.998554515322	164.82357054208	128.340728593313	138.651682469026	151.591629511077	181.825475539462	161.322722449043	169.439935767335	166.3949424217	230.717476268477
wdr44_2	54.4199553024638	89.9824414457005	162.019008515264	150.153325564989	73.0182757707219	159.922829823466	186.236334100163	159.132376854619	140.110208372779	113.537238727339	151.217145120811	226.112438299929
wdr44_3	63.3030858827391	281.848227883146	172.981052393158	157.997156004951	242.458120828423	169.955163478748	195.687133144052	158.425121846376	17.6595506391375	161.911500841744	168.229073946902	22.8475982951148
wdr45	0	0	0	0	0	0	0	0	0	0	0	0
wdr45b	0	0	0	0	0	0	0	0	0	0	0	0
wdr46	0	0	0	0	0	0	0	0	0	0	0	0
wdr47a	0	0	0	0	0	0	0	0	0	0	0	0
wdr47a_1	6.35270506549658	47.8746203671634	124.27873773497	10.0931034250576	5.39649167391085	8.56786737413687	172.997149462814	177.240274175655	27.2110935077666	10.7838680665467	9.97466716801076	7.63956427535227
wdr47b	0	0	0	0	0	0	0	0	0	0	0	0
wdr48a	0	0	0	0	0	0	0	0	0	0	0	0
wdr48a_1	10.0675798888932	76.1475051999777	80.0806952971599	30.3572194038525	20.3280812725258	40.4828652569508	96.5294349054572	99.7236101197017	30.1126925299295	32.7408677591649	36.2360590470433	44.9403726781411
wdr48b	0	0	0	0	0	0	0	0	0	0	0	0
wdr5	0	0	0	0	0	0	0	0	0	0	0	0
wdr53	0	0	0	0	0	0	0	0	0	0	0	0
wdr54	0	0	0	0	0	0	0	0	0	0	0	0
wdr55	0	0	0	0	0	0	0	0	0	0	0	0
wdr59	0	0	0	0	0	0	0	0	0	0	0	0
wdr6	0	0	0	0	0	0	0	0	0	0	0	0
wdr60	0	0	0	0	0	0	0	0	0	0	0	0
wdr61	0	0	0	0	0	0	0	0	0	0	0	0
wdr62	0	0	0	0	0	0	0	0	0	0	0	0
wdr63	0	0	0	0	0	0	0	0	0	0	0	0
wdr66	0	0	0	0	0	0	0	0	0	0	0	0
wdr66_1	6.23752337903844	4.00994446797492	6.41382920458126	6.14649153804915	2.43433479879367	7.42791061117943	4.96941939619595	3.06526564482341	2.16614300250216	10.0973830395501	5.30634297778089	9.5323110131132
wdr7	0	0	0	0	0	0	0	0	0	0	0	0
wdr70	0	0	0	0	0	0	0	0	0	0	0	0
wdr73	0	0	0	0	0	0	0	0	0	0	0	0
wdr73_1	117.407402833952	63.5362172100624	55.9878250931813	108.294468455549	244.992760410516	127.135351321787	31.3113252290253	52.5089326487438	66.856016098576	140.416770370399	154.908191427373	96.983149748285
wdr74	0	0	0	0	0	0	0	0	0	0	0	0
wdr74_1	136.49643590991	52.8227019109849	61.6598269012528	114.660732521876	268.614351525123	85.6495485997926	73.5768926321	71.5036249870334	55.1233530316838	180.282700461176	212.106373219298	193.738473095689
wdr74_2	140.142682165343	76.8330209614325	92.691243054171	192.760482967165	364.806166068713	233.043269395927	76.3019627295852	99.6717196788951	82.6850295475256	229.450709677861	217.634089572742	200.335879571539
wdr75	0	0	0	0	0	0	0	0	0	0	0	0
wdr76	0	0	0	0	0	0	0	0	0	0	0	0
wdr76_1	125.173525953886	5.73739385595605	47.0495711651487	181.93596011568	210.940711943908	204.908980228045	3.66283147918608	26.6278016623895	11.7607315577219	192.973959483363	301.564378817857	198.859636340727
wdr77	153.640195892441	106.626225490878	116.262344510036	121.474783613793	170.129325607275	156.811487191939	108.505194456377	86.6009654803036	71.781858362927	141.204734534714	121.024935258214	138.780438563198
wdr78	0	0	0	0	0	0	0	0	0	0	0	0
wdr78_1	0.401358283471309	11.6171056505007	11.6313411060911	0.608387602688182	1.56834961143569	0.691674243555453	10.348633529274	6.58278144456313	2.17087703117578	2.38364374108267	2.07919450908429	1.05919715162415
wdr81	0	0	0	0	0	0	0	0	0	0	0	0
wdr82	0	0	0	0	0	0	0	0	0	0	0	0
wdr83	0	0	0	0	0	0	0	0	0	0	0	0
wdr83_1	63.8084174064774	27.2404318187385	49.7627445235044	61.9543704249648	53.1202086595686	113.369133773909	49.7453988826598	42.19083131969	21.0887690282789	126.48378148038	55.6921866111385	17.9588016683799
wdr83os	0	0	0	0	0	0	0	0	0	0	0	0
wdr89	0	0	0	0	0	0	0	0	0	0	0	0
wdr90	0	0	0	0	0	0	0	0	0	0	0	0
wdr91	0	0	0	0	0	0	0	0	0	0	0	0
wdr92	0	0	0	0	0	0	0	0	0	0	0	0
wdr93	0	0	0	0	0	0	0	0	0	0	0	0
wdr93_1	0.36145789221544	15.0850465282542	14.5180239651125	0.234816738460913	0.313874365651808	0.809786322626315	16.7757132475473	10.0782201004767	4.18942021342991	0.954078939691694	0.432114165079361	1.02727559023505
wdr95	0	0	0	0	0	0	0	0	0	0	0	0
wdsub1	0	0	0	0	0	0	0	0	0	0	0	0
wdtc1	0	0	0	0	0	0	0	0	0	0	0	0
wdyhv1	0	0	0	0	0	0	0	0	0	0	0	0
wee1	0	0	0	0	0	0	0	0	0	0	0	0
wee1_1	61.9745129318582	29.9504808551163	45.0418368215213	134.633442579371	161.016724154765	140.555177014945	18.7793577680021	59.9450817641241	38.9849694164695	121.114769153	150.552710037115	136.697146112933
wee1_2	73.6543249844007	38.7751761070703	46.0517434767123	148.311856234399	212.504128718447	138.569741002557	22.1937864530934	63.2029666426091	50.6497634150981	132.037818319035	149.998625405013	159.117091021131
wee2	0	0	0	0	0	0	0	0	0	0	0	0
wee2_1	966.337691354104	12.7558446535195	220.693057270372	1022.30236509099	1252.80067533179	1105.86053590985	7.88902279675987	167.058140490237	45.5292005089967	1128.04190683813	974.021647244382	1125.70505609967
wfdc1	0	0	0	0	0	0	0	0	0	0	0	0
wfdc2	0	0	0	0	0	0	0	0	0	0	0	0
wfdc2_1	2.24283929671611	0	1.1403045643096	0.485677787915004	0	0	19.2764776531878	3.67853897965338	73.6532711405144	0.493336795284387	0.893753372089431	0.45530181127139
wfikkn1	0	0	0	0	0	0	0	0	0	0	0	0
wfikkn2a	0	0	0	0	0	0	0	0	0	0	0	0
wfikkn2b	0	0	0	0	0	0	0	0	0	0	0	0
wfs1a	0	0	0	0	0	0	0	0	0	0	0	0
wfs1b	0	0	0	0	0	0	0	0	0	0	0	0
whamm	0	0	0	0	0	0	0	0	0	0	0	0
whsc1	0	0	0	0	0	0	0	0	0	0	0	0
whsc1_1	91.0634222327502	23.1120900637624	44.4009951932703	108.941692551202	86.4483493831208	130.305562476323	21.330709874884	49.5811237289462	31.7213585770469	88.0023516902831	98.7510579512825	110.537758642228
whsc1_2	81.3929232555991	28.8822209031504	41.1814554133799	123.917581718835	118.763137471726	85.3373661973961	43.7451329539854	57.8069882064378	18.5223605311306	151.007551829876	121.083861854934	95.191451463353
whsc1l1	0	0	0	0	0	0	0	0	0	0	0	0
wif1	0	0	0	0	0	0	0	0	0	0	0	0
wipf1a	0	0	0	0	0	0	0	0	0	0	0	0
wipf1b	0	0	0	0	0	0	0	0	0	0	0	0
wipf2a	0	0	0	0	0	0	0	0	0	0	0	0
wipf2b	0	0	0	0	0	0	0	0	0	0	0	0
wipi1	0	0	0	0	0	0	0	0	0	0	0	0
wipi2	0	0	0	0	0	0	0	0	0	0	0	0
wisp1a	0	0	0	0	0	0	0	0	0	0	0	0
wisp1b	0	0	0	0	0	0	0	0	0	0	0	0
wisp2	0	0	0	0	0	0	0	0	0	0	0	0
wisp3	0	0	0	0	0	0	0	0	0	0	0	0
wls	0	0	0	0	0	0	0	0	0	0	0	0
wnk1a	0	0	0	0	0	0	0	0	0	0	0	0
wnk1a_1	36.6674044325978	201.592567456858	217.756952330545	92.5462228551381	53.4137875679916	83.3130751352563	324.171354881032	234.155991393234	134.084162551495	102.601036617166	82.9368935568398	97.8889283641166
wnk1b	0	0	0	0	0	0	0	0	0	0	0	0
wnk1b_1	10.2351762843871	219.314125721077	223.012069614826	24.2343281250226	21.4484987035395	28.9530792781564	257.056035036862	230.39779429287	83.3429817140039	34.9518202890717	33.8011449719904	29.4843069959124
wnk2	0	0	0	0	0	0	0	0	0	0	0	0
wnk4a	0	0	0	0	0	0	0	0	0	0	0	0
wnk4b	0	0	0	0	0	0	0	0	0	0	0	0
wnt1	0	0	0	0	0	0	0	0	0	0	0	0
wnt10a	0	0	0	0	0	0	0	0	0	0	0	0
wnt10b	0	0	0	0	0	0	0	0	0	0	0	0
wnt11	0	0	0	0	0	0	0	0	0	0	0	0
wnt11_1	10.5434486713919	5.54459681637136	7.25901198255622	14.745286986943	12.2788255447536	9.46347921412409	4.48367976933201	4.20305860902234	1.48509575514535	13.7699277738196	13.2390362307487	6.13119840600451
wnt11r	0	0	0	0	0	0	0	0	0	0	0	0
wnt16	0	0	0	0	0	0	0	0	0	0	0	0
wnt16_1	0.593793125723995	15.3217723013573	10.0632118777618	1.07152918550986	0.859373685837873	2.38770860171746	25.5172983980491	6.49263684659024	11.4704413113267	3.91833687953685	2.36621771883694	1.40631683718145
wnt2	0	0	0	0	0	0	0	0	0	0	0	0
wnt2_1	0.31535679808372	1.5920647020207	1.60333732678683	0.682892404825946	2.56727037966213	0.271732494067509	1.69399349073469	0.862041457858166	10.3560963058178	0.867076791711953	1.09958748202518	0.640181940696742
wnt2ba	0	0	0	0	0	0	0	0	0	0	0	0
wnt2bb	0	0	0	0	0	0	0	0	0	0	0	0
wnt2bb_1	0.165712967145904	4.46183738145929	10.110216264452	0	0.179872446982697	1.28510431111545	7.12124652155984	9.51265494101446	6.40223263566854	0.182251809722894	0.660352809951426	1.17740468392474
wnt3	0	0	0	0	0	0	0	0	0	0	0	0
wnt3_1	0	0.53033110868119	3.20451672984986	0	0	0	8.8028383145715	7.32242146824677	1.82631656410491	0	0	0
wnt3a	0	0	0	0	0	0	0	0	0	0	0	0
wnt4a	0	0	0	0	0	0	0	0	0	0	0	0
wnt4b	0	0	0	0	0	0	0	0	0	0	0	0
wnt4b_1	0.422276686342943	4.97430495266162	0.536734880585762	0.114302887868184	0.343768847051241	0.0909654539427979	5.67083032854151	4.32866850175623	4.28253942737134	0	0.210342317507071	0.21430797608987
wnt5a	0	0	0	0	0	0	0	0	0	0	0	0
wnt5b	0	0	0	0	0	0	0	0	0	0	0	0
wnt6a	0	0	0	0	0	0	0	0	0	0	0	0
wnt6b	0	0	0	0	0	0	0	0	0	0	0	0
wnt7aa	0	0	0	0	0	0	0	0	0	0	0	0
wnt7ba	0	0	0	0	0	0	0	0	0	0	0	0
wnt7bb	0	0	0	0	0	0	0	0	0	0	0	0
wnt8-2	0	0	0	0	0	0	0	0	0	0	0	0
wnt8-2_1	0	0	0	0	0	0	0	0	0	0	0	0
wnt8-2_2	0	0	0	0	0	0	0	0	0	0	0	0
wnt8a	0	0	0	0	0	0	0	0	0	0	0	0
wnt8a_1	0	0	0	0	0	0	0	0	0	0	0	0
wnt8a_2	0	0	0	0	0	0	0	0	0	0	0	0
wnt8b	0	0	0	0	0	0	0	0	0	0	0	0
wnt9a	0	0	0	0	0	0	0	0	0	0	0	0
wnt9b	0	0	0	0	0	0	0	0	0	0	0	0
wrap53	0	0	0	0	0	0	0	0	0	0	0	0
wrap73	0	0	0	0	0	0	0	0	0	0	0	0
wrb	0	0	0	0	0	0	0	0	0	0	0	0
wrb_1	110.875913494482	392.808487227538	310.290726116246	92.4058729567633	121.66942145109	113.975274147195	361.010594104888	164.835217082038	133.393807831397	119.267628228192	30.2790277927494	41.9558491508029
wrn	0	0	0	0	0	0	0	0	0	0	0	0
wrn_1	6.20248624125075	42.4426322435374	35.3676316293373	25.6751753639411	38.4605882752076	42.9920334679501	34.9744082694857	37.656438540728	5.09709727055008	57.2103180500756	23.9312177244043	27.2693334785883
wrnip1	0	0	0	0	0	0	0	0	0	0	0	0
wsb1	0	0	0	0	0	0	0	0	0	0	0	0
wsb2	0	0	0	0	0	0	0	0	0	0	0	0
wscd1a	0	0	0	0	0	0	0	0	0	0	0	0
wscd1b	0	0	0	0	0	0	0	0	0	0	0	0
wscd1b_1	7.53186600532025	74.0603797524674	124.266227203117	0.23985222827969	0.400756492567883	0.381762302450569	201.658946968453	134.431980800426	46.929213197283	0.243634633054352	0.294253711908346	0.224851036408388
wscd2	0	0	0	0	0	0	0	0	0	0	0	0
wt1a	0	0	0	0	0	0	0	0	0	0	0	0
wt1b	0	0	0	0	0	0	0	0	0	0	0	0
wtap	0	0	0	0	0	0	0	0	0	0	0	0
wtip	0	0	0	0	0	0	0	0	0	0	0	0
wu:fa03e10	0	0	0	0	0	0	0	0	0	0	0	0
wu:fa05b01	0	0	0	0	0	0	0	0	0	0	0	0
wu:fa10h04	0	0	0	0	0	0	0	0	0	0	0	0
wu:fa11c10	0	0	0	0	0	0	0	0	0	0	0	0
wu:fa19b12	0	0	0	0	0	0	0	0	0	0	0	0
wu:fa25f02	0	0	0	0	0	0	0	0	0	0	0	0
wu:fa26c03	0	0	0	0	0	0	0	0	0	0	0	0
wu:fa56d06	0.105142533712241	2.83097270767939	0.53456576791164	0	1.36951828066395	1.99315235320735	2.0332485858706	0.862235001068282	2.23416932770984	1.04072575852988	0.733222905616251	1.4940932360895
wu:fb05h10	6.45890828827827	69.1050384161077	35.6901422475681	6.36754040584384	4.28027483159697	4.62809197757402	74.6493351069487	78.80020086031	111.240743944935	9.79539974887831	5.89269971545723	6.31433809865139
wu:fb13g09	0	0	0	0	0	0	0	0	0	0	0	0
wu:fb13g09_1	4.82501524628985	11.0864105315074	29.9565487562277	6.07814155741778	5.08621686670135	5.91652145295792	48.4474754189868	5.07284154911582	23.0326249410473	7.9088329911749	5.77743288377604	3.01381472378732
wu:fb13g09_2	4.67428416872688	11.4712085516776	29.953801992482	6.22079622050585	4.17521764178365	5.37023419342401	44.7772253209046	5.59009416995361	31.4148728898179	4.71239738577326	3.8805511352105	2.42164893505918
wu:fb14d09	242.282715027758	65.1253967170344	108.300425995304	199.82605486528	222.742796315436	239.871859138094	68.8290730204138	110.678041550321	153.913673956869	225.152746657853	207.188789526057	218.852198132875
wu:fb15h11	0	0	0	0	0	0	0	0	0	0	0	0
wu:fb16f03	0	0	0	0	0	0	0	0	0	0	0	0
wu:fb18f06	0	0	0	0	0	0	0	0	0	0	0	0
wu:fb36g12	0	0	0	0	0	0	0	0	0	0	0	0
wu:fb55f04	0	0	0	0	0	0	0	0	0	0	0	0
wu:fb55g09	0	0	0	0	0	0	0	0	0	0	0	0
wu:fb59d01	0	0	0	0	0	0	0	0	0	0	0	0
wu:fb59e12	0	0	0	0	0	0	0	0	0	0	0	0
wu:fb63a08	0	0	0	0	0	0	0	0	0	0	0	0
wu:fb63c12	0	0	0	0	0	0	0	0	0	0	0	0
wu:fb69f10	0	0	0	0	0	0	0	0	0	0	0	0
wu:fb74b10	80.4304053161389	61.6682379243081	70.7753668299232	75.2326739280048	97.3762524188311	94.524384883743	57.776540185515	71.5520691774041	61.1364419201501	81.9149650755435	74.674729152777	68.8366366492324
wu:fb77a09	0	0	0	0	0	0	0	0	0	0	0	0
wu:fb78f07	123.803205596982	270.12601904976	215.317129839786	141.149540053394	80.7153295307417	117.299141817121	288.084857920072	263.23679080496	236.849083233362	161.306470194563	124.656966220709	118.800137368852
wu:fb80c09	0	0	0	0	0	0	0	0	0	0	0	0
wu:fb95e10	0	0	0	0	0	0	0	0	0	0	0	0
wu:fb97g03	25.9425486057613	2.81655478020103	9.7859160822738	21.7461448427419	5.99519108674495	44.2750126457853	4.67513142796757	5.49019970658775	3.55646539872038	3.31336134988713	2.16762343924192	3.2277936841956
wu:fc01d11	0	0	0	0	0	0	0	0	0	0	0	0
wu:fc17b08	0	0	0	0	0	0	0	0	0	0	0	0
wu:fc20e06	0	0	0	0	0	0	0	0	0	0	0	0
wu:fc21g02	0	0	0	0	0	0	0	0	0	0	0	0
wu:fc27b11	0	0	0	0	0	0	0	0	0	0	0	0
wu:fc30c06	0	0	0	0	0	0	0	0	0	0	0	0
wu:fc31d10	0	0	0	0	0	0	0	0	0	0	0	0
wu:fc31d10_1	5.99869428226337	66.7277661148712	54.2771108726089	14.5311082494553	77.804010485679	30.399999029639	75.8060248205063	60.5880766722588	30.4425744833032	10.1756337167169	7.79928854488984	30.4437368292146
wu:fc33b09	417.815729036123	59.926310424498	104.166821949682	330.373208770659	418.039867728296	354.973922386893	56.0764782729767	63.3398430559066	114.492926851589	322.170510805498	293.530951228471	394.627153646837
wu:fc34e06	0	0	0	0	0	0	0	0	0	0	0	0
wu:fc38h03	0	0	0	0	0	0	0	0	0	0	0	0
wu:fc46h12	0	0	0	0	0	0	0	0	0	0	0	0
wu:fc47e11	0	0	0	0	0	0	0	0	0	0	0	0
wu:fc75a09	0	0	0	0	0	0	0	0	0	0	0	0
wu:fd06e11	0	0	0	0	0	0	0	0	0	0	0	0
wu:fd14a01	0	0	0	0	0	0	0	0	0	0	0	0
wu:fd46c06	0	0	0	0	0	0	0	0	0	0	0	0
wu:fe02h09	0	0	0	0	0	0	0	0	0	0	0	0
wu:fe05a04	0	0	0	0	0	0	0	0	0	0	0	0
